path	fm energy1	fm energy2	fm_ energy1	fm_ energy2	afm energy1	afm energy2
30	7.962035	0.998231	12.570800	5.606995	10.266418	3.302613
31	7.928627	1.031639	12.537392	5.640404	10.233010	3.336021
32	7.894347	1.065919	12.503111	5.674684	10.198729	3.370302
33	7.859214	1.101052	12.467979	5.709817	10.163596	3.405434
34	7.823251	1.137015	12.432016	5.745780	10.127633	3.441397
35	7.786479	1.173787	12.395243	5.782552	10.090861	3.478170
36	7.748920	1.211346	12.357684	5.820111	10.053302	3.515729
37	7.710596	1.249670	12.319361	5.858435	10.014979	3.554052
38	7.671532	1.288734	12.280296	5.897499	9.975914	3.593117
39	7.631749	1.328517	12.240514	5.937281	9.936132	3.632899
40	7.591274	1.368993	12.200038	5.977757	9.895656	3.673375
41	7.550128	1.410138	12.158893	6.018902	9.854511	3.714520
42	7.508339	1.451928	12.117103	6.060692	9.812721	3.756310
43	7.465929	1.494337	12.074694	6.103101	9.770312	3.798719
44	7.422927	1.537340	12.031691	6.146104	9.727309	3.841722
45	7.379356	1.580910	11.988120	6.189675	9.683738	3.885293
46	7.335243	1.625023	11.944008	6.233788	9.639626	3.929405
47	7.290616	1.669650	11.899380	6.278415	9.594998	3.974033
48	7.245500	1.714766	11.854265	6.323531	9.549882	4.019149
49	7.199923	1.760343	11.808688	6.369108	9.504305	4.064725
50	7.153913	1.806353	11.762677	6.415118	9.458295	4.110736
51	7.107497	1.852770	11.716261	6.461534	9.411879	4.157152
52	7.060702	1.899564	11.669467	6.508328	9.365085	4.203946
53	7.013559	1.946708	11.622323	6.555472	9.317941	4.251090
54	6.966093	1.994173	11.574858	6.602937	9.270476	4.298555
55	6.918336	2.041931	11.527100	6.650695	9.222718	4.346313
56	6.870314	2.089952	11.479078	6.698717	9.174696	4.394335
57	6.822057	2.138209	11.430821	6.746974	9.126439	4.442592
58	6.773594	2.186672	11.382359	6.795437	9.077976	4.491054
59	6.724954	2.235312	11.333719	6.844076	9.029337	4.539694
60	6.676167	2.284099	11.284932	6.892863	8.980550	4.588481
61	6.627262	2.333004	11.236027	6.941769	8.931645	4.637386
62	6.578268	2.381998	11.187033	6.990762	8.882651	4.686380
63	6.529216	2.431051	11.137980	7.039815	8.833598	4.735433
64	6.480133	2.480133	11.088898	7.088898	8.784515	4.784515
65	6.431051	2.529216	11.039815	7.137980	8.735433	4.833598
66	6.381998	2.578268	10.990762	7.187033	8.686380	4.882651
67	6.333004	2.627262	10.941769	7.236027	8.637386	4.931645
68	6.284099	2.676167	10.892863	7.284932	8.588481	4.980550
69	6.235312	2.724954	10.844076	7.333719	8.539694	5.029337
70	6.186672	2.773594	10.795437	7.382359	8.491054	5.077976
71	6.138209	2.822057	10.746974	7.430821	8.442592	5.126439
72	6.089952	2.870314	10.698717	7.479078	8.394335	5.174696
73	6.041931	2.918336	10.650695	7.527100	8.346313	5.222718
74	5.994173	2.966093	10.602937	7.574858	8.298555	5.270476
75	5.946708	3.013559	10.555472	7.622323	8.251090	5.317941
76	5.899564	3.060702	10.508328	7.669467	8.203946	5.365085
77	5.852770	3.107497	10.461534	7.716261	8.157152	5.411879
78	5.806353	3.153913	10.415118	7.762677	8.110736	5.458295
79	5.760343	3.199923	10.369108	7.808688	8.064725	5.504305
80	5.714766	3.245500	10.323531	7.854265	8.019149	5.549882
81	5.669650	3.290616	10.278415	7.899380	7.974033	5.594998
82	5.625023	3.335243	10.233788	7.944008	7.929405	5.639626
83	5.580910	3.379356	10.189675	7.988120	7.885293	5.683738
84	5.537340	3.422927	10.146104	8.031691	7.841722	5.727309
85	5.494337	3.465929	10.103101	8.074694	7.798719	5.770312
86	5.451928	3.508339	10.060692	8.117103	7.756310	5.812721
87	5.410138	3.550128	10.018902	8.158893	7.714520	5.854511
88	5.368993	3.591274	9.977757	8.200038	7.673375	5.895656
89	5.328517	3.631749	9.937281	8.240514	7.632899	5.936132
90	5.288734	3.671532	9.897499	8.280296	7.593117	5.975914
91	5.249670	3.710596	9.858435	8.319361	7.554052	6.014979
92	5.211346	3.748920	9.820111	8.357684	7.515729	6.053302
93	5.173787	3.786479	9.782552	8.395243	7.478170	6.090861
94	5.137015	3.823251	9.745780	8.432016	7.441397	6.127633
95	5.101052	3.859214	9.709817	8.467979	7.405434	6.163596
96	5.065919	3.894347	9.674684	8.503111	7.370302	6.198729
97	5.031639	3.928627	9.640404	8.537392	7.336021	6.233010
98	4.998231	3.962035	9.606995	8.570800	7.302613	6.266418
99	4.965715	3.994551	9.574480	8.603315	7.270098	6.298933
100	4.934112	4.026154	9.542877	8.634919	7.238494	6.330536
101	4.903440	4.056826	9.512205	8.665591	7.207823	6.361208
102	4.873718	4.086548	9.482483	8.695313	7.178100	6.390930
103	4.844963	4.115303	9.453728	8.724067	7.149346	6.419685
104	4.817194	4.143072	9.425958	8.751837	7.121576	6.447455
105	4.790426	4.169840	9.399191	8.778605	7.094808	6.474223
106	4.764676	4.195590	9.373440	8.804355	7.069058	6.499973
107	4.739959	4.220307	9.348724	8.829072	7.044341	6.524689
108	4.716291	4.243976	9.325055	8.852740	7.020673	6.548358
109	4.693684	4.266582	9.302449	8.875346	6.998067	6.570964
110	4.672154	4.288112	9.280919	8.896876	6.976537	6.592494
111	4.651714	4.308553	9.260478	8.917317	6.956096	6.612935
112	4.632374	4.327892	9.241139	8.936657	6.936756	6.632274
113	4.614147	4.346119	9.222912	8.954883	6.918530	6.650501
114	4.597045	4.363221	9.205810	8.971986	6.901427	6.667604
115	4.581077	4.379189	9.189841	8.987954	6.885459	6.683572
116	4.566252	4.394014	9.175017	9.002778	6.870635	6.698396
117	4.552581	4.407685	9.161346	9.016450	6.856963	6.712068
118	4.540071	4.420196	9.148835	9.028960	6.844453	6.724578
119	4.528729	4.431537	9.137493	9.040302	6.833111	6.735920
120	4.518562	4.441704	9.127327	9.050468	6.822945	6.746086
121	4.509578	4.450688	9.118342	9.059453	6.813960	6.755071
122	4.501780	4.458486	9.110545	9.067251	6.806162	6.762868
123	4.495174	4.465092	9.103939	9.073857	6.799556	6.769474
124	4.489764	4.470503	9.098528	9.079267	6.794146	6.774885
125	4.485552	4.474714	9.094317	9.083479	6.789934	6.779096
126	4.482542	4.477724	9.091307	9.086489	6.786924	6.782106
127	4.480735	4.479531	9.089500	9.088295	6.785118	6.783913
128	4.480133	4.480133	9.088898	9.088898	6.784515	6.784515
129	4.479531	4.480735	9.088295	9.089500	6.785118	6.783913
130	4.477724	4.482542	9.091307	9.086489	6.782106	6.786924
131	4.485552	4.474714	9.094317	9.083479	6.779096	6.789934
132	4.489764	4.470503	9.079267	9.098528	6.794146	6.774885
133	4.465092	4.495174	9.073857	9.103939	6.769474	6.799556
134	4.501780	4.458486	9.110545	9.067251	6.762868	6.806162
135	4.509578	4.450688	9.059453	9.118342	6.813960	6.755071
136	4.518562	4.441704	9.127327	9.050468	6.822945	6.746086
137	4.528729	4.431537	9.040302	9.137493	6.833111	6.735920
138	4.540071	4.420196	9.148835	9.028960	6.724578	6.844453
139	4.552581	4.407685	9.161346	9.016450	6.856963	6.712068
140	4.394014	4.566252	9.175017	9.002778	6.698396	6.870635
141	4.581077	4.379189	9.189841	8.987954	6.885459	6.683572
142	4.597045	4.363221	9.205810	8.971986	6.901427	6.667604
143	4.614147	4.346119	9.222912	8.954883	6.918530	6.650501
144	4.632374	4.327892	9.241139	8.936657	6.632274	6.936756
145	4.308553	4.651714	8.917317	9.260478	6.612935	6.956096
146	4.672154	4.288112	8.896876	9.280919	6.592494	6.976537
147	4.693684	4.266582	9.302449	8.875346	6.998067	6.570964
148	4.243976	4.716291	9.325055	8.852740	6.548358	7.020673
149	4.739959	4.220307	9.348724	8.829072	7.044341	6.524689
150	4.195590	4.764676	8.804355	9.373440	6.499973	7.069058
151	4.790426	4.169840	9.399191	8.778605	7.094808	6.474223
152	4.817194	4.143072	8.751837	9.425958	6.447455	7.121576
153	4.115303	4.844963	8.724067	9.453728	6.419685	7.149346
154	4.086548	4.873718	8.695313	9.482483	6.390930	7.178100
155	4.056826	4.903440	8.665591	9.512205	6.361208	7.207823
156	4.026154	4.934112	8.634919	9.542877	7.238494	6.330536
157	4.965715	3.994551	9.574480	8.603315	7.270098	6.298933
158	3.962035	4.998231	8.570800	9.606995	7.302613	6.266418
159	5.031639	3.928627	9.640404	8.537392	7.336021	6.233010
160	5.065919	3.894347	9.674684	8.503111	7.370302	6.198729
161	3.859214	5.101052	8.467979	9.709817	7.405434	6.163596
162	5.137015	3.823251	9.745780	8.432016	6.127633	7.441397
163	5.173787	3.786479	9.782552	8.395243	6.090861	7.478170
164	3.748920	5.211346	8.357684	9.820111	6.053302	7.515729
165	5.249670	3.710596	9.858435	8.319361	6.014979	7.554052
166	3.671532	5.288734	8.280296	9.897499	7.593117	5.975914
167	3.631749	5.328517	8.240514	9.937281	7.632899	5.936132
168	5.368993	3.591274	8.200038	9.977757	7.673375	5.895656
169	3.550128	5.410138	8.158893	10.018902	5.854511	7.714520
170	5.451928	3.508339	10.060692	8.117103	7.756310	5.812721
171	5.494337	3.465929	10.103101	8.074694	5.770312	7.798719
172	5.537340	3.422927	10.146104	8.031691	7.841722	5.727309
173	5.580910	3.379356	10.189675	7.988120	7.885293	5.683738
174	5.625023	3.335243	10.233788	7.944008	7.929405	5.639626
175	5.669650	3.290616	10.278415	7.899380	7.974033	5.594998
176	5.714766	3.245500	7.854265	10.323531	8.019149	5.549882
177	3.199923	5.760343	7.808688	10.369108	5.504305	8.064725
178	3.153913	5.806353	7.762677	10.415118	5.458295	8.110736
179	5.852770	3.107497	10.461534	7.716261	5.411879	8.157152
180	5.899564	3.060702	10.508328	7.669467	8.203946	5.365085
181	5.946708	3.013559	10.555472	7.622323	8.251090	5.317941
182	5.994173	2.966093	7.574858	10.602937	8.298555	5.270476
183	2.918336	6.041931	7.527100	10.650695	8.346313	5.222718
184	6.089952	2.870314	10.698717	7.479078	8.394335	5.174696
185	6.138209	2.822057	10.746974	7.430821	8.442592	5.126439
186	6.186672	2.773594	10.795437	7.382359	5.077976	8.491054
187	2.724954	6.235312	7.333719	10.844076	5.029337	8.539694
188	6.284099	2.676167	7.284932	10.892863	4.980550	8.588481
189	2.627262	6.333004	7.236027	10.941769	4.931645	8.637386
190	2.578268	6.381998	7.187033	10.990762	4.882651	8.686380
191	2.529216	6.431051	11.039815	7.137980	8.735433	4.833598
192	6.480133	2.480133	11.088898	7.088898	8.784515	4.784515
193	6.529216	2.431051	11.137980	7.039815	8.833598	4.735433
194	2.381998	6.578268	11.187033	6.990762	8.882651	4.686380
195	2.333004	6.627262	6.941769	11.236027	4.637386	8.931645
196	6.676167	2.284099	11.284932	6.892863	4.588481	8.980550
197	6.724954	2.235312	11.333719	6.844076	9.029337	4.539694
198	6.773594	2.186672	11.382359	6.795437	4.491054	9.077976
199	6.822057	2.138209	11.430821	6.746974	9.126439	4.442592
200	6.870314	2.089952	11.479078	6.698717	9.174696	4.394335
201	2.041931	6.918336	6.650695	11.527100	4.346313	9.222718
202	6.966093	1.994173	6.602937	11.574858	4.298555	9.270476
203	7.013559	1.946708	11.622323	6.555472	4.251090	9.317941
204	7.060702	1.899564	11.669467	6.508328	4.203946	9.365085
205	1.852770	7.107497	6.461534	11.716261	4.157152	9.411879
206	1.806353	7.153913	11.762677	6.415118	4.110736	9.458295
207	7.199923	1.760343	11.808688	6.369108	4.064725	9.504305
208	7.245500	1.714766	6.323531	11.854265	9.549882	4.019149
209	1.669650	7.290616	6.278415	11.899380	9.594998	3.974033
210	7.335243	1.625023	11.944008	6.233788	9.639626	3.929405
211	1.580910	7.379356	6.189675	11.988120	3.885293	9.683738
212	1.537340	7.422927	6.146104	12.031691	3.841722	9.727309
213	7.465929	1.494337	12.074694	6.103101	3.798719	9.770312
214	7.508339	1.451928	12.117103	6.060692	9.812721	3.756310
215	7.550128	1.410138	12.158893	6.018902	9.854511	3.714520
216	7.591274	1.368993	12.200038	5.977757	9.895656	3.673375
217	7.631749	1.328517	5.937281	12.240514	9.936132	3.632899
218	7.671532	1.288734	12.280296	5.897499	9.975914	3.593117
219	1.249670	7.710596	5.858435	12.319361	3.554052	10.014979
220	1.211346	7.748920	5.820111	12.357684	10.053302	3.515729
221	7.786479	1.173787	12.395243	5.782552	10.090861	3.478170
222	1.137015	7.823251	12.432016	5.745780	3.441397	10.127633
223	1.101052	7.859214	5.709817	12.467979	10.163596	3.405434
224	7.894347	1.065919	12.503111	5.674684	10.198729	3.370302
225	7.928627	1.031639	12.537392	5.640404	10.233010	3.336021
226	0.998231	7.962035	5.606995	12.570800	3.302613	10.266418
227	0.965715	7.994551	5.574480	12.603315	3.270098	10.298933
228	8.026154	0.934112	12.634919	5.542877	10.330536	3.238494
229	8.056826	0.903440	5.512205	12.665591	10.361208	3.207823
230	8.086548	0.873718	12.695313	5.482483	3.178100	10.390930
231	0.844963	8.115303	12.724067	5.453728	3.149346	10.419685
232	0.817194	8.143072	5.425958	12.751837	3.121576	10.447455
233	0.790426	8.169840	5.399191	12.778605	3.094808	10.474223
234	8.195590	0.764676	12.804355	5.373440	10.499973	3.069058
235	8.220307	0.739959	12.829072	5.348724	10.524689	3.044341
236	8.243976	0.716291	12.852740	5.325055	10.548358	3.020673
237	0.693684	8.266582	5.302449	12.875346	2.998067	10.570964
238	0.672154	8.288112	5.280919	12.896876	2.976537	10.592494
239	0.651714	8.308553	5.260478	12.917317	2.956096	10.612935
240	8.327892	0.632374	12.936657	5.241139	10.632274	2.936756
241	8.346119	0.614147	12.954883	5.222912	10.650501	2.918530
242	0.597045	8.363221	12.971986	5.205810	2.901427	10.667604
243	8.379189	0.581077	12.987954	5.189841	10.683572	2.885459
244	8.394014	0.566252	13.002778	5.175017	10.698396	2.870635
245	0.552581	8.407685	5.161346	13.016450	2.856963	10.712068
246	8.420196	0.540071	5.148835	13.028960	10.724578	2.844453
247	8.431537	0.528729	13.040302	5.137493	10.735920	2.833111
248	8.441704	0.518562	13.050468	5.127327	10.746086	2.822945
249	0.509578	8.450688	5.118342	13.059453	2.813960	10.755071
250	0.501780	8.458486	5.110545	13.067251	2.806162	10.762868
251	8.465092	0.495174	13.073857	5.103939	2.799556	10.769474
252	0.489764	8.470503	5.098528	13.079267	2.794146	10.774885
253	0.485552	8.474714	13.083479	5.094317	2.789934	10.779096
254	8.477724	0.482542	13.086489	5.091307	10.782106	2.786924
255	8.479531	0.480735	13.088295	5.089500	10.783913	2.785118
256	8.479832	0.480434	13.088597	5.089199	10.784214	2.784817
257	0.481639	8.478627	13.087392	5.090404	2.786021	10.783010
258	8.475014	0.485252	13.083779	5.094017	10.779396	2.789634
259	0.491272	8.468995	13.077759	5.100036	2.795654	10.773377
260	0.499694	8.460572	5.108459	13.069337	2.804076	10.764955
261	8.449752	0.510514	5.119278	13.058517	2.814896	10.754135
262	0.523725	8.436541	13.045306	5.132490	2.828107	10.740923
263	0.539319	8.420947	13.029712	5.148084	10.725329	2.843702
264	8.402979	0.557287	13.011743	5.166052	10.707361	2.861670
265	8.382648	0.577618	5.186383	12.991412	2.882001	10.687030
266	8.359966	0.600300	12.968731	5.209065	10.664348	2.904683
267	0.625319	8.334947	5.234084	12.943712	2.929701	10.639329
268	0.652660	8.307606	5.261425	12.916371	2.957042	10.611989
269	8.277960	0.682306	12.886724	5.291071	10.582342	2.986689
270	8.246026	0.714240	12.854790	5.323005	10.550408	3.018623
271	8.211823	0.748443	12.820588	5.357208	10.516206	3.052825
272	0.784893	8.175373	5.393658	12.784138	3.089276	10.479755
273	8.136697	0.823569	12.745461	5.432334	10.441079	3.127952
274	8.095818	0.864448	12.704583	5.473213	10.400200	3.168830
275	8.052761	0.907505	12.661526	5.516270	10.357144	3.211887
276	8.007552	0.952714	12.616317	5.561478	10.311935	3.257096
277	7.960219	1.000047	12.568984	5.608812	10.264601	3.304429
278	1.049477	7.910789	5.658242	12.519554	3.353859	10.215171
279	7.859293	1.100973	5.709738	12.468058	3.405356	10.163675
280	1.154505	7.805761	5.763270	12.414526	10.110143	3.458887
281	7.750226	1.210040	12.358991	5.818805	3.514422	10.054608
282	1.267545	7.692721	12.301486	5.876309	9.997104	3.571927
283	1.326985	7.633281	5.935749	12.242046	9.937664	3.631367
284	1.388324	7.571942	12.180707	5.997089	9.876324	3.692706
285	7.508740	1.451526	12.117505	6.060290	9.813123	3.755908
286	7.443714	1.516552	12.052479	6.125316	9.748097	3.820934
287	1.583363	7.376903	6.192128	11.985668	9.681286	3.887745
288	7.308347	1.651919	11.917112	6.260684	9.612730	3.956301
289	7.238088	1.722179	11.846852	6.330943	9.542470	4.026561
290	7.166167	1.794100	11.774931	6.402864	9.470549	4.098482
291	1.867638	7.092628	6.476403	11.701392	9.397010	4.172021
292	7.017515	1.942751	6.551516	11.626280	9.321897	4.247133
293	6.940874	2.019392	11.549639	6.628157	9.245256	4.323774
294	6.862751	2.097515	11.471516	6.706280	9.167133	4.401898
295	6.783192	2.177074	11.391957	6.785838	9.087575	4.481456
296	2.258019	6.702247	6.866784	11.311011	9.006629	4.562402
297	2.340304	6.619962	11.228727	6.949068	8.924345	4.644686
298	6.536389	2.423877	11.145154	7.032642	8.840772	4.728259
299	2.508689	6.451577	11.060342	7.117453	4.813071	8.755960
300	2.594688	6.365578	7.203453	10.974343	8.669960	4.899070
301	2.681823	6.278443	10.887208	7.290588	4.986205	8.582825
302	2.770041	6.190225	10.798989	7.378806	5.074424	8.494607
303	2.859290	6.100976	7.468055	10.709741	5.163672	8.405359
304	6.010752	2.949515	10.619516	7.558279	8.315134	5.253897
305	3.040661	5.919605	10.528369	7.649426	8.223987	5.345044
306	3.132675	5.827591	7.741440	10.436356	5.437057	8.131973
307	5.734766	3.225501	10.343530	7.834265	8.039148	5.529883
308	5.641184	3.319082	10.249949	7.927846	7.945567	5.623464
309	3.413362	5.546904	10.155668	8.022127	7.851286	5.717745
310	5.451981	3.508286	10.060745	8.117050	7.756363	5.812668
311	3.603794	5.356472	8.212559	9.965237	5.908176	7.660854
312	5.260436	3.699831	8.308595	9.869200	7.564818	6.004213
313	5.163929	3.796337	9.772694	8.405102	6.100719	7.468311
314	5.067011	3.893255	9.675775	8.502020	7.371393	6.197638
315	3.990527	4.969739	8.599292	9.578504	7.274121	6.294910
316	4.088094	4.872172	8.696859	9.480937	6.392476	7.176554
317	4.774369	4.185897	9.383134	8.794662	7.078751	6.490279
318	4.283877	4.676389	8.892642	9.285154	6.588259	6.980771
319	4.381976	4.578291	9.187055	8.990740	6.686358	6.882673
320	4.480133	4.480133	9.088898	9.088898	6.784515	6.784515
321	4.381976	4.578291	8.990740	9.187055	6.686358	6.882673
322	4.283877	4.676389	8.892642	9.285154	6.588259	6.980771
323	4.774369	4.185897	8.794662	9.383134	7.078751	6.490279
324	4.088094	4.872172	8.696859	9.480937	7.176554	6.392476
325	3.990527	4.969739	8.599292	9.578504	6.294910	7.274121
326	5.067011	3.893255	9.675775	8.502020	7.371393	6.197638
327	5.163929	3.796337	8.405102	9.772694	6.100719	7.468311
328	3.699831	5.260436	8.308595	9.869200	6.004213	7.564818
329	5.356472	3.603794	9.965237	8.212559	7.660854	5.908176
330	3.508286	5.451981	10.060745	8.117050	7.756363	5.812668
331	3.413362	5.546904	8.022127	10.155668	5.717745	7.851286
332	5.641184	3.319082	10.249949	7.927846	7.945567	5.623464
333	5.734766	3.225501	10.343530	7.834265	8.039148	5.529883
334	3.132675	5.827591	10.436356	7.741440	8.131973	5.437057
335	5.919605	3.040661	10.528369	7.649426	8.223987	5.345044
336	2.949515	6.010752	7.558279	10.619516	5.253897	8.315134
337	6.100976	2.859290	10.709741	7.468055	8.405359	5.163672
338	6.190225	2.770041	10.798989	7.378806	8.494607	5.074424
339	6.278443	2.681823	10.887208	7.290588	8.582825	4.986205
340	2.594688	6.365578	10.974343	7.203453	4.899070	8.669960
341	2.508689	6.451577	11.060342	7.117453	4.813071	8.755960
342	2.423877	6.536389	7.032642	11.145154	4.728259	8.840772
343	6.619962	2.340304	11.228727	6.949068	8.924345	4.644686
344	6.702247	2.258019	11.311011	6.866784	9.006629	4.562402
345	6.783192	2.177074	11.391957	6.785838	9.087575	4.481456
346	6.862751	2.097515	11.471516	6.706280	9.167133	4.401898
347	2.019392	6.940874	6.628157	11.549639	4.323774	9.245256
348	1.942751	7.017515	6.551516	11.626280	9.321897	4.247133
349	7.092628	1.867638	11.701392	6.476403	9.397010	4.172021
350	7.166167	1.794100	11.774931	6.402864	4.098482	9.470549
351	7.238088	1.722179	11.846852	6.330943	9.542470	4.026561
352	7.308347	1.651919	11.917112	6.260684	9.612730	3.956301
353	7.376903	1.583363	11.985668	6.192128	9.681286	3.887745
354	7.443714	1.516552	6.125316	12.052479	3.820934	9.748097
355	1.451526	7.508740	12.117505	6.060290	3.755908	9.813123
356	7.571942	1.388324	12.180707	5.997089	9.876324	3.692706
357	1.326985	7.633281	12.242046	5.935749	9.937664	3.631367
358	1.267545	7.692721	5.876309	12.301486	3.571927	9.997104
359	7.750226	1.210040	12.358991	5.818805	3.514422	10.054608
360	7.805761	1.154505	12.414526	5.763270	10.110143	3.458887
361	7.859293	1.100973	12.468058	5.709738	10.163675	3.405356
362	7.910789	1.049477	12.519554	5.658242	10.215171	3.353859
363	7.960219	1.000047	12.568984	5.608812	10.264601	3.304429
364	0.952714	8.007552	12.616317	5.561478	10.311935	3.257096
365	0.907505	8.052761	5.516270	12.661526	3.211887	10.357144
366	0.864448	8.095818	5.473213	12.704583	3.168830	10.400200
367	0.823569	8.136697	5.432334	12.745461	3.127952	10.441079
368	0.784893	8.175373	5.393658	12.784138	3.089276	10.479755
369	8.211823	0.748443	12.820588	5.357208	10.516206	3.052825
370	8.246026	0.714240	12.854790	5.323005	3.018623	10.550408
371	0.682306	8.277960	12.886724	5.291071	2.986689	10.582342
372	0.652660	8.307606	12.916371	5.261425	10.611989	2.957042
373	8.334947	0.625319	12.943712	5.234084	10.639329	2.929701
374	0.600300	8.359966	5.209065	12.968731	2.904683	10.664348
375	0.577618	8.382648	5.186383	12.991412	2.882001	10.687030
376	8.402979	0.557287	13.011743	5.166052	10.707361	2.861670
377	8.420947	0.539319	13.029712	5.148084	10.725329	2.843702
378	8.436541	0.523725	13.045306	5.132490	10.740923	2.828107
379	8.449752	0.510514	13.058517	5.119278	10.754135	2.814896
380	0.499694	8.460572	13.069337	5.108459	2.804076	10.764955
381	8.468995	0.491272	5.100036	13.077759	2.795654	10.773377
382	0.485252	8.475014	13.083779	5.094017	2.789634	10.779396
383	0.481639	8.478627	13.087392	5.090404	2.786021	10.783010
