kx	ky	energy
-3.141593	-0.883573	2.789563	2.672864
-3.141593	-0.834486	2.715232	2.598532
-3.141593	-0.785398	2.644136	2.527437
-3.141593	-0.736311	2.576447	2.459748
-3.141593	-0.687223	2.512329	2.395629
-3.141593	-0.638136	2.451935	2.335235
-3.141593	-0.589049	2.395410	2.278711
-3.141593	-0.539961	2.342892	2.226193
-3.141593	-0.490874	2.294507	2.177808
-3.141593	-0.441786	2.250371	2.133672
-3.141593	-0.392699	2.210591	2.093891
-3.141593	-0.343612	2.175261	2.058562
-3.141593	-0.294524	2.144469	2.027770
-3.141593	-0.245437	2.118287	2.001588
-3.141593	-0.196350	2.096779	1.980080
-3.141593	-0.147262	2.079997	1.963297
-3.141593	-0.098175	2.067980	1.951281
-3.141593	-0.049087	2.060759	1.944059
-3.141593	0.000000	2.058350	1.941650
-3.141593	0.049087	2.060759	1.944059
-3.141593	0.098175	2.067980	1.951281
-3.141593	0.147262	2.079997	1.963297
-3.141593	0.196350	2.096779	1.980080
-3.141593	0.245437	2.118287	2.001588
-3.141593	0.294524	2.144469	2.027770
-3.141593	0.343612	2.175261	2.058562
-3.141593	0.392699	2.210591	2.093891
-3.141593	0.441786	2.250371	2.133672
-3.141593	0.490874	2.294507	2.177808
-3.141593	0.539961	2.342892	2.226193
-3.141593	0.589049	2.395410	2.278711
-3.141593	0.638136	2.451935	2.335235
-3.141593	0.687223	2.512329	2.395629
-3.141593	0.736311	2.576447	2.459748
-3.141593	0.785398	2.644136	2.527437
-3.141593	0.834486	2.715232	2.598532
-3.141593	0.883573	2.789563	2.672864
-3.141593	0.932660	2.866951	2.750252
-3.141593	0.981748	2.947209	2.830510
-3.141593	1.030835	3.030144	2.913445
-3.141593	1.079922	3.115556	2.998857
-3.141593	1.129010	3.203239	3.086540
-3.141593	1.178097	3.292983	3.176284
-3.141593	1.227185	3.384570	3.267871
-3.141593	1.276272	3.477780	3.361081
-3.141593	1.325359	3.572389	3.455690
-3.141593	1.374447	3.668169	3.551470
-3.141593	1.423534	3.764889	3.648189
-3.141593	1.472622	3.862315	3.745616
-3.141593	1.521709	3.960214	3.843515
-3.141593	1.570796	4.058350	3.941650
-3.141593	1.619884	4.156485	4.039786
-3.141593	1.668971	4.254384	4.137685
-3.141593	1.718058	4.351811	4.235111
-3.141593	1.767146	4.448530	4.331831
-3.141593	1.816233	4.544310	4.427611
-3.141593	1.865321	4.638919	4.522220
-3.141593	1.914408	4.732129	4.615430
-3.141593	1.963495	4.823716	4.707017
-3.141593	2.012583	4.913460	4.796761
-3.141593	2.061670	5.001143	4.884444
-3.141593	2.110758	5.086555	4.969856
-3.141593	2.159845	5.169490	5.052791
-3.141593	2.208932	5.249748	5.133049
-3.141593	2.258020	5.327136	5.210437
-3.141593	2.307107	5.401468	5.284768
-3.141593	2.356194	5.472563	5.355864
-3.141593	2.405282	5.540252	5.423553
-3.141593	2.454369	5.604371	5.487671
-3.141593	2.503457	5.664765	5.548065
-3.141593	2.552544	5.721289	5.604590
-3.141593	2.601631	5.773807	5.657108
-3.141593	2.650719	5.822192	5.705493
-3.141593	2.699806	5.866328	5.749629
-3.141593	2.748894	5.906109	5.789409
-3.141593	2.797981	5.941438	5.824739
-3.141593	2.847068	5.972230	5.855531
-3.141593	2.896156	5.998412	5.881713
-3.141593	2.945243	6.019920	5.903221
-3.141593	2.994330	6.036703	5.920003
-3.141593	3.043418	6.048719	5.932020
-3.141593	3.092505	6.055941	5.939241
-3.092505	-3.141593	6.055941	5.939241
-3.092505	-3.092505	6.053531	5.936832
-3.092505	-3.043418	6.046310	5.929611
-3.092505	-2.994330	6.034294	5.917594
-3.092505	-2.945243	6.017511	5.900812
-3.092505	-2.896156	5.996003	5.879304
-3.092505	-2.847068	5.969821	5.853122
-3.092505	-2.797981	5.939029	5.822329
-3.092505	-2.748894	5.903700	5.787000
-3.092505	-2.699806	5.863919	5.747220
-3.092505	-2.650719	5.819783	5.703084
-3.092505	-2.601631	5.771398	5.654699
-3.092505	-2.552544	5.718880	5.602181
-3.092505	-2.503457	5.662356	5.545656
-3.092505	-2.454369	5.601961	5.485262
-3.092505	-2.405282	5.537843	5.421144
-3.092505	-2.356194	5.470154	5.353455
-3.092505	-2.307107	5.399058	5.282359
-3.092505	-2.258020	5.324727	5.208028
-3.092505	-2.208932	5.247339	5.130640
-3.092505	-2.159845	5.167081	5.050382
-3.092505	-2.110758	5.084146	4.967447
-3.092505	-2.061670	4.998734	4.882035
-3.092505	-2.012583	4.911051	4.794351
-3.092505	-1.963495	4.821307	4.704608
-3.092505	-1.914408	4.729720	4.613021
-3.092505	-1.865321	4.636510	4.519811
-3.092505	-1.816233	4.541901	4.425202
-3.092505	-1.767146	4.446121	4.329422
-3.092505	-1.718058	4.349401	4.232702
-3.092505	-1.668971	4.251975	4.135276
-3.092505	-1.619884	4.154076	4.037377
-3.092505	-1.570796	4.055941	3.939241
-3.092505	-1.521709	3.957805	3.841106
-3.092505	-1.472622	3.859906	3.743207
-3.092505	-1.423534	3.762480	3.645780
-3.092505	-1.374447	3.665760	3.549061
-3.092505	-1.325359	3.569980	3.453281
-3.092505	-1.276272	3.475371	3.358672
-3.092505	-1.227185	3.382161	3.265462
-3.092505	-1.178097	3.290574	3.173874
-3.092505	-1.129010	3.200830	3.084131
-3.092505	-1.079922	3.113147	2.996448
-3.092505	-1.030835	3.027735	2.911036
-3.092505	-0.981748	2.944800	2.828101
-3.092505	-0.932660	2.864542	2.747843
-3.092505	-0.883573	2.787154	2.670455
-3.092505	-0.834486	2.712823	2.596123
-3.092505	-0.785398	2.641727	2.525028
-3.092505	-0.736311	2.574038	2.457339
-3.092505	-0.687223	2.509920	2.393220
-3.092505	-0.638136	2.449525	2.332826
-3.092505	-0.589049	2.393001	2.276302
-3.092505	-0.539961	2.340483	2.223784
-3.092505	-0.490874	2.292098	2.175399
-3.092505	-0.441786	2.247962	2.131263
-3.092505	-0.392699	2.208181	2.091482
-3.092505	-0.343612	2.172852	2.056153
-3.092505	-0.294524	2.142060	2.025361
-3.092505	-0.245437	2.115878	1.999179
-3.092505	-0.196350	2.094370	1.977671
-3.092505	-0.147262	2.077588	1.960888
-3.092505	-0.098175	2.065571	1.948872
-3.092505	-0.049087	2.058350	1.941650
-3.092505	0.000000	2.055941	1.939241
-3.092505	0.049087	2.058350	1.941650
-3.092505	0.098175	2.065571	1.948872
-3.092505	0.147262	2.077588	1.960888
-3.092505	0.196350	2.094370	1.977671
-3.092505	0.245437	2.115878	1.999179
-3.092505	0.294524	2.142060	2.025361
-3.092505	0.343612	2.172852	2.056153
-3.092505	0.392699	2.208181	2.091482
-3.092505	0.441786	2.247962	2.131263
-3.092505	0.490874	2.292098	2.175399
-3.092505	0.539961	2.340483	2.223784
-3.092505	0.589049	2.393001	2.276302
-3.092505	0.638136	2.449525	2.332826
-3.092505	0.687223	2.509920	2.393220
-3.092505	0.736311	2.574038	2.457339
-3.092505	0.785398	2.641727	2.525028
-3.092505	0.834486	2.712823	2.596123
-3.092505	0.883573	2.787154	2.670455
-3.092505	0.932660	2.864542	2.747843
-3.092505	0.981748	2.944800	2.828101
-3.092505	1.030835	3.027735	2.911036
-3.092505	1.079922	3.113147	2.996448
-3.092505	1.129010	3.200830	3.084131
-3.092505	1.178097	3.290574	3.173874
-3.092505	1.227185	3.382161	3.265462
-3.092505	1.276272	3.475371	3.358672
-3.092505	1.325359	3.569980	3.453281
-3.092505	1.374447	3.665760	3.549061
-3.092505	1.423534	3.762480	3.645780
-3.092505	1.472622	3.859906	3.743207
-3.092505	1.521709	3.957805	3.841106
-3.092505	1.570796	4.055941	3.939241
-3.092505	1.619884	4.154076	4.037377
-3.092505	1.668971	4.251975	4.135276
-3.092505	1.718058	4.349401	4.232702
-3.092505	1.767146	4.446121	4.329422
-3.092505	1.816233	4.541901	4.425202
-3.092505	1.865321	4.636510	4.519811
-3.092505	1.914408	4.729720	4.613021
-3.092505	1.963495	4.821307	4.704608
-3.092505	2.012583	4.911051	4.794351
-3.092505	2.061670	4.998734	4.882035
-3.092505	2.110758	5.084146	4.967447
-3.092505	2.159845	5.167081	5.050382
-3.092505	2.208932	5.247339	5.130640
-3.092505	2.258020	5.324727	5.208028
-3.092505	2.307107	5.399058	5.282359
-3.092505	2.356194	5.470154	5.353455
-3.092505	2.405282	5.537843	5.421144
-3.092505	2.454369	5.601961	5.485262
-3.092505	2.503457	5.662356	5.545656
-3.092505	2.552544	5.718880	5.602181
-3.092505	2.601631	5.771398	5.654699
-3.092505	2.650719	5.819783	5.703084
-3.092505	2.699806	5.863919	5.747220
-3.092505	2.748894	5.903700	5.787000
-3.092505	2.797981	5.939029	5.822329
-3.092505	2.847068	5.969821	5.853122
-3.092505	2.896156	5.996003	5.879304
-3.092505	2.945243	6.017511	5.900812
-3.092505	2.994330	6.034294	5.917594
-3.092505	3.043418	6.046310	5.929611
-3.092505	3.092505	6.053531	5.936832
-3.043418	-3.141593	6.048719	5.932020
-3.043418	-3.092505	6.046310	5.929611
-3.043418	-3.043418	6.039089	5.922389
-3.043418	-2.994330	6.027072	5.910373
-3.043418	-2.945243	6.010290	5.893590
-3.043418	-2.896156	5.988782	5.872082
-3.043418	-2.847068	5.962600	5.845901
-3.043418	-2.797981	5.931807	5.815108
-3.043418	-2.748894	5.896478	5.779779
-3.043418	-2.699806	5.856698	5.739998
-3.043418	-2.650719	5.812562	5.695862
-3.043418	-2.601631	5.764176	5.647477
-3.043418	-2.552544	5.711658	5.594959
-3.043418	-2.503457	5.655134	5.538435
-3.043418	-2.454369	5.594740	5.478041
-3.043418	-2.405282	5.530621	5.413922
-3.043418	-2.356194	5.462933	5.346233
-3.043418	-2.307107	5.391837	5.275138
-3.043418	-2.258020	5.317506	5.200806
-3.043418	-2.208932	5.240118	5.123418
-3.043418	-2.159845	5.159860	5.043160
-3.043418	-2.110758	5.076925	4.960225
-3.043418	-2.061670	4.991513	4.874813
-3.043418	-2.012583	4.903829	4.787130
-3.043418	-1.963495	4.814086	4.697387
-3.043418	-1.914408	4.722499	4.605800
-3.043418	-1.865321	4.629288	4.512589
-3.043418	-1.816233	4.534679	4.417980
-3.043418	-1.767146	4.438900	4.322200
-3.043418	-1.718058	4.342180	4.225481
-3.043418	-1.668971	4.244753	4.128054
-3.043418	-1.619884	4.146854	4.030155
-3.043418	-1.570796	4.048719	3.932020
-3.043418	-1.521709	3.950584	3.833884
-3.043418	-1.472622	3.852685	3.735986
-3.043418	-1.423534	3.755258	3.638559
-3.043418	-1.374447	3.658538	3.541839
-3.043418	-1.325359	3.562759	3.446059
-3.043418	-1.276272	3.468150	3.351450
-3.043418	-1.227185	3.374939	3.258240
-3.043418	-1.178097	3.283352	3.166653
-3.043418	-1.129010	3.193609	3.076910
-3.043418	-1.079922	3.105926	2.989226
-3.043418	-1.030835	3.020514	2.903814
-3.043418	-0.981748	2.937579	2.820879
-3.043418	-0.932660	2.857320	2.740621
-3.043418	-0.883573	2.779932	2.663233
-3.043418	-0.834486	2.705601	2.588902
-3.043418	-0.785398	2.634506	2.517806
-3.043418	-0.736311	2.566817	2.450118
-3.043418	-0.687223	2.502698	2.385999
-3.043418	-0.638136	2.442304	2.325605
-3.043418	-0.589049	2.385780	2.269081
-3.043418	-0.539961	2.333262	2.216563
-3.043418	-0.490874	2.284877	2.168177
-3.043418	-0.441786	2.240740	2.124041
-3.043418	-0.392699	2.200960	2.084261
-3.043418	-0.343612	2.165631	2.048932
-3.043418	-0.294524	2.134838	2.018139
-3.043418	-0.245437	2.108657	1.991957
-3.043418	-0.196350	2.087149	1.970449
-3.043418	-0.147262	2.070366	1.953667
-3.043418	-0.098175	2.058350	1.941650
-3.043418	-0.049087	2.051128	1.934429
-3.043418	0.000000	2.048719	1.932020
-3.043418	0.049087	2.051128	1.934429
-3.043418	0.098175	2.058350	1.941650
-3.043418	0.147262	2.070366	1.953667
-3.043418	0.196350	2.087149	1.970449
-3.043418	0.245437	2.108657	1.991957
-3.043418	0.294524	2.134838	2.018139
-3.043418	0.343612	2.165631	2.048932
-3.043418	0.392699	2.200960	2.084261
-3.043418	0.441786	2.240740	2.124041
-3.043418	0.490874	2.284877	2.168177
-3.043418	0.539961	2.333262	2.216563
-3.043418	0.589049	2.385780	2.269081
-3.043418	0.638136	2.442304	2.325605
-3.043418	0.687223	2.502698	2.385999
-3.043418	0.736311	2.566817	2.450118
-3.043418	0.785398	2.634506	2.517806
-3.043418	0.834486	2.705601	2.588902
-3.043418	0.883573	2.779932	2.663233
-3.043418	0.932660	2.857320	2.740621
-3.043418	0.981748	2.937579	2.820879
-3.043418	1.030835	3.020514	2.903814
-3.043418	1.079922	3.105926	2.989226
-3.043418	1.129010	3.193609	3.076910
-3.043418	1.178097	3.283352	3.166653
-3.043418	1.227185	3.374939	3.258240
-3.043418	1.276272	3.468150	3.351450
-3.043418	1.325359	3.562759	3.446059
-3.043418	1.374447	3.658538	3.541839
-3.043418	1.423534	3.755258	3.638559
-3.043418	1.472622	3.852685	3.735986
-3.043418	1.521709	3.950584	3.833884
-3.043418	1.570796	4.048719	3.932020
-3.043418	1.619884	4.146854	4.030155
-3.043418	1.668971	4.244753	4.128054
-3.043418	1.718058	4.342180	4.225481
-3.043418	1.767146	4.438900	4.322200
-3.043418	1.816233	4.534679	4.417980
-3.043418	1.865321	4.629288	4.512589
-3.043418	1.914408	4.722499	4.605800
-3.043418	1.963495	4.814086	4.697387
-3.043418	2.012583	4.903829	4.787130
-3.043418	2.061670	4.991513	4.874813
-3.043418	2.110758	5.076925	4.960225
-3.043418	2.159845	5.159860	5.043160
-3.043418	2.208932	5.240118	5.123418
-3.043418	2.258020	5.317506	5.200806
-3.043418	2.307107	5.391837	5.275138
-3.043418	2.356194	5.462933	5.346233
-3.043418	2.405282	5.530621	5.413922
-3.043418	2.454369	5.594740	5.478041
-3.043418	2.503457	5.655134	5.538435
-3.043418	2.552544	5.711658	5.594959
-3.043418	2.601631	5.764176	5.647477
-3.043418	2.650719	5.812562	5.695862
-3.043418	2.699806	5.856698	5.739998
-3.043418	2.748894	5.896478	5.779779
-3.043418	2.797981	5.931807	5.815108
-3.043418	2.847068	5.962600	5.845901
-3.043418	2.896156	5.988782	5.872082
-3.043418	2.945243	6.010290	5.893590
-3.043418	2.994330	6.027072	5.910373
-3.043418	3.043418	6.039089	5.922389
-3.043418	3.092505	6.046310	5.929611
-2.994330	-3.141593	6.036703	5.920003
-2.994330	-3.092505	6.034294	5.917594
-2.994330	-3.043418	6.027072	5.910373
-2.994330	-2.994330	6.015056	5.898356
-2.994330	-2.945243	5.998273	5.881574
-2.994330	-2.896156	5.976765	5.860066
-2.994330	-2.847068	5.950583	5.833884
-2.994330	-2.797981	5.919791	5.803092
-2.994330	-2.748894	5.884462	5.767762
-2.994330	-2.699806	5.844681	5.727982
-2.994330	-2.650719	5.800545	5.683846
-2.994330	-2.601631	5.752160	5.635461
-2.994330	-2.552544	5.699642	5.582943
-2.994330	-2.503457	5.643118	5.526418
-2.994330	-2.454369	5.582724	5.466024
-2.994330	-2.405282	5.518605	5.401906
-2.994330	-2.356194	5.450916	5.334217
-2.994330	-2.307107	5.379821	5.263121
-2.994330	-2.258020	5.305489	5.188790
-2.994330	-2.208932	5.228101	5.111402
-2.994330	-2.159845	5.147843	5.031144
-2.994330	-2.110758	5.064908	4.948209
-2.994330	-2.061670	4.979496	4.862797
-2.994330	-2.012583	4.891813	4.775114
-2.994330	-1.963495	4.802069	4.685370
-2.994330	-1.914408	4.710482	4.593783
-2.994330	-1.865321	4.617272	4.500573
-2.994330	-1.816233	4.522663	4.405964
-2.994330	-1.767146	4.426883	4.310184
-2.994330	-1.718058	4.330164	4.213464
-2.994330	-1.668971	4.232737	4.116038
-2.994330	-1.619884	4.134838	4.018139
-2.994330	-1.570796	4.036703	3.920003
-2.994330	-1.521709	3.938567	3.821868
-2.994330	-1.472622	3.840668	3.723969
-2.994330	-1.423534	3.743242	3.626542
-2.994330	-1.374447	3.646522	3.529823
-2.994330	-1.325359	3.550742	3.434043
-2.994330	-1.276272	3.456133	3.339434
-2.994330	-1.227185	3.362923	3.246224
-2.994330	-1.178097	3.271336	3.154637
-2.994330	-1.129010	3.181592	3.064893
-2.994330	-1.079922	3.093909	2.977210
-2.994330	-1.030835	3.008497	2.891798
-2.994330	-0.981748	2.925562	2.808863
-2.994330	-0.932660	2.845304	2.728605
-2.994330	-0.883573	2.767916	2.651217
-2.994330	-0.834486	2.693585	2.576886
-2.994330	-0.785398	2.622489	2.505790
-2.994330	-0.736311	2.554800	2.438101
-2.994330	-0.687223	2.490682	2.373983
-2.994330	-0.638136	2.430288	2.313588
-2.994330	-0.589049	2.373763	2.257064
-2.994330	-0.539961	2.321245	2.204546
-2.994330	-0.490874	2.272860	2.156161
-2.994330	-0.441786	2.228724	2.112025
-2.994330	-0.392699	2.188944	2.072244
-2.994330	-0.343612	2.153614	2.036915
-2.994330	-0.294524	2.122822	2.006123
-2.994330	-0.245437	2.096640	1.979941
-2.994330	-0.196350	2.075132	1.958433
-2.994330	-0.147262	2.058350	1.941650
-2.994330	-0.098175	2.046333	1.929634
-2.994330	-0.049087	2.039112	1.922412
-2.994330	0.000000	2.036703	1.920003
-2.994330	0.049087	2.039112	1.922412
-2.994330	0.098175	2.046333	1.929634
-2.994330	0.147262	2.058350	1.941650
-2.994330	0.196350	2.075132	1.958433
-2.994330	0.245437	2.096640	1.979941
-2.994330	0.294524	2.122822	2.006123
-2.994330	0.343612	2.153614	2.036915
-2.994330	0.392699	2.188944	2.072244
-2.994330	0.441786	2.228724	2.112025
-2.994330	0.490874	2.272860	2.156161
-2.994330	0.539961	2.321245	2.204546
-2.994330	0.589049	2.373763	2.257064
-2.994330	0.638136	2.430288	2.313588
-2.994330	0.687223	2.490682	2.373983
-2.994330	0.736311	2.554800	2.438101
-2.994330	0.785398	2.622489	2.505790
-2.994330	0.834486	2.693585	2.576886
-2.994330	0.883573	2.767916	2.651217
-2.994330	0.932660	2.845304	2.728605
-2.994330	0.981748	2.925562	2.808863
-2.994330	1.030835	3.008497	2.891798
-2.994330	1.079922	3.093909	2.977210
-2.994330	1.129010	3.181592	3.064893
-2.994330	1.178097	3.271336	3.154637
-2.994330	1.227185	3.362923	3.246224
-2.994330	1.276272	3.456133	3.339434
-2.994330	1.325359	3.550742	3.434043
-2.994330	1.374447	3.646522	3.529823
-2.994330	1.423534	3.743242	3.626542
-2.994330	1.472622	3.840668	3.723969
-2.994330	1.521709	3.938567	3.821868
-2.994330	1.570796	4.036703	3.920003
-2.994330	1.619884	4.134838	4.018139
-2.994330	1.668971	4.232737	4.116038
-2.994330	1.718058	4.330164	4.213464
-2.994330	1.767146	4.426883	4.310184
-2.994330	1.816233	4.522663	4.405964
-2.994330	1.865321	4.617272	4.500573
-2.994330	1.914408	4.710482	4.593783
-2.994330	1.963495	4.802069	4.685370
-2.994330	2.012583	4.891813	4.775114
-2.994330	2.061670	4.979496	4.862797
-2.994330	2.110758	5.064908	4.948209
-2.994330	2.159845	5.147843	5.031144
-2.994330	2.208932	5.228101	5.111402
-2.994330	2.258020	5.305489	5.188790
-2.994330	2.307107	5.379821	5.263121
-2.994330	2.356194	5.450916	5.334217
-2.994330	2.405282	5.518605	5.401906
-2.994330	2.454369	5.582724	5.466024
-2.994330	2.503457	5.643118	5.526418
-2.994330	2.552544	5.699642	5.582943
-2.994330	2.601631	5.752160	5.635461
-2.994330	2.650719	5.800545	5.683846
-2.994330	2.699806	5.844681	5.727982
-2.994330	2.748894	5.884462	5.767762
-2.994330	2.797981	5.919791	5.803092
-2.994330	2.847068	5.950583	5.833884
-2.994330	2.896156	5.976765	5.860066
-2.994330	2.945243	5.998273	5.881574
-2.994330	2.994330	6.015056	5.898356
-2.994330	3.043418	6.027072	5.910373
-2.994330	3.092505	6.034294	5.917594
-2.945243	-3.141593	6.019920	5.903221
-2.945243	-3.092505	6.017511	5.900812
-2.945243	-3.043418	6.010290	5.893590
-2.945243	-2.994330	5.998273	5.881574
-2.945243	-2.945243	5.981491	5.864792
-2.945243	-2.896156	5.959983	5.843283
-2.945243	-2.847068	5.933801	5.817102
-2.945243	-2.797981	5.903008	5.786309
-2.945243	-2.748894	5.867679	5.750980
-2.945243	-2.699806	5.827899	5.711200
-2.945243	-2.650719	5.783763	5.667063
-2.945243	-2.601631	5.735377	5.618678
-2.945243	-2.552544	5.682859	5.566160
-2.945243	-2.503457	5.626335	5.509636
-2.945243	-2.454369	5.565941	5.449242
-2.945243	-2.405282	5.501822	5.385123
-2.945243	-2.356194	5.434134	5.317435
-2.945243	-2.307107	5.363038	5.246339
-2.945243	-2.258020	5.288707	5.172008
-2.945243	-2.208932	5.211319	5.094620
-2.945243	-2.159845	5.131061	5.014361
-2.945243	-2.110758	5.048126	4.931426
-2.945243	-2.061670	4.962714	4.846014
-2.945243	-2.012583	4.875030	4.758331
-2.945243	-1.963495	4.785287	4.668588
-2.945243	-1.914408	4.693700	4.577001
-2.945243	-1.865321	4.600490	4.483790
-2.945243	-1.816233	4.505881	4.389181
-2.945243	-1.767146	4.410101	4.293402
-2.945243	-1.718058	4.313381	4.196682
-2.945243	-1.668971	4.215954	4.099255
-2.945243	-1.619884	4.118056	4.001356
-2.945243	-1.570796	4.019920	3.903221
-2.945243	-1.521709	3.921785	3.805086
-2.945243	-1.472622	3.823886	3.707187
-2.945243	-1.423534	3.726459	3.609760
-2.945243	-1.374447	3.629740	3.513040
-2.945243	-1.325359	3.533960	3.417261
-2.945243	-1.276272	3.439351	3.322652
-2.945243	-1.227185	3.346140	3.229441
-2.945243	-1.178097	3.254553	3.137854
-2.945243	-1.129010	3.164810	3.048111
-2.945243	-1.079922	3.077127	2.960427
-2.945243	-1.030835	2.991715	2.875015
-2.945243	-0.981748	2.908780	2.792080
-2.945243	-0.932660	2.828522	2.711822
-2.945243	-0.883573	2.751134	2.634434
-2.945243	-0.834486	2.676802	2.560103
-2.945243	-0.785398	2.605707	2.489007
-2.945243	-0.736311	2.538018	2.421319
-2.945243	-0.687223	2.473899	2.357200
-2.945243	-0.638136	2.413505	2.296806
-2.945243	-0.589049	2.356981	2.240282
-2.945243	-0.539961	2.304463	2.187764
-2.945243	-0.490874	2.256078	2.139378
-2.945243	-0.441786	2.211942	2.095242
-2.945243	-0.392699	2.172161	2.055462
-2.945243	-0.343612	2.136832	2.020133
-2.945243	-0.294524	2.106039	1.989340
-2.945243	-0.245437	2.079858	1.963158
-2.945243	-0.196350	2.058350	1.941650
-2.945243	-0.147262	2.041567	1.924868
-2.945243	-0.098175	2.029551	1.912851
-2.945243	-0.049087	2.022329	1.905630
-2.945243	0.000000	2.019920	1.903221
-2.945243	0.049087	2.022329	1.905630
-2.945243	0.098175	2.029551	1.912851
-2.945243	0.147262	2.041567	1.924868
-2.945243	0.196350	2.058350	1.941650
-2.945243	0.245437	2.079858	1.963158
-2.945243	0.294524	2.106039	1.989340
-2.945243	0.343612	2.136832	2.020133
-2.945243	0.392699	2.172161	2.055462
-2.945243	0.441786	2.211942	2.095242
-2.945243	0.490874	2.256078	2.139378
-2.945243	0.539961	2.304463	2.187764
-2.945243	0.589049	2.356981	2.240282
-2.945243	0.638136	2.413505	2.296806
-2.945243	0.687223	2.473899	2.357200
-2.945243	0.736311	2.538018	2.421319
-2.945243	0.785398	2.605707	2.489007
-2.945243	0.834486	2.676802	2.560103
-2.945243	0.883573	2.751134	2.634434
-2.945243	0.932660	2.828522	2.711822
-2.945243	0.981748	2.908780	2.792080
-2.945243	1.030835	2.991715	2.875015
-2.945243	1.079922	3.077127	2.960427
-2.945243	1.129010	3.164810	3.048111
-2.945243	1.178097	3.254553	3.137854
-2.945243	1.227185	3.346140	3.229441
-2.945243	1.276272	3.439351	3.322652
-2.945243	1.325359	3.533960	3.417261
-2.945243	1.374447	3.629740	3.513040
-2.945243	1.423534	3.726459	3.609760
-2.945243	1.472622	3.823886	3.707187
-2.945243	1.521709	3.921785	3.805086
-2.945243	1.570796	4.019920	3.903221
-2.945243	1.619884	4.118056	4.001356
-2.945243	1.668971	4.215954	4.099255
-2.945243	1.718058	4.313381	4.196682
-2.945243	1.767146	4.410101	4.293402
-2.945243	1.816233	4.505881	4.389181
-2.945243	1.865321	4.600490	4.483790
-2.945243	1.914408	4.693700	4.577001
-2.945243	1.963495	4.785287	4.668588
-2.945243	2.012583	4.875030	4.758331
-2.945243	2.061670	4.962714	4.846014
-2.945243	2.110758	5.048126	4.931426
-2.945243	2.159845	5.131061	5.014361
-2.945243	2.208932	5.211319	5.094620
-2.945243	2.258020	5.288707	5.172008
-2.945243	2.307107	5.363038	5.246339
-2.945243	2.356194	5.434134	5.317435
-2.945243	2.405282	5.501822	5.385123
-2.945243	2.454369	5.565941	5.449242
-2.945243	2.503457	5.626335	5.509636
-2.945243	2.552544	5.682859	5.566160
-2.945243	2.601631	5.735377	5.618678
-2.945243	2.650719	5.783763	5.667063
-2.945243	2.699806	5.827899	5.711200
-2.945243	2.748894	5.867679	5.750980
-2.945243	2.797981	5.903008	5.786309
-2.945243	2.847068	5.933801	5.817102
-2.945243	2.896156	5.959983	5.843283
-2.945243	2.945243	5.981491	5.864792
-2.945243	2.994330	5.998273	5.881574
-2.945243	3.043418	6.010290	5.893590
-2.945243	3.092505	6.017511	5.900812
-2.896156	-3.141593	5.998412	5.881713
-2.896156	-3.092505	5.996003	5.879304
-2.896156	-3.043418	5.988782	5.872082
-2.896156	-2.994330	5.976765	5.860066
-2.896156	-2.945243	5.959983	5.843283
-2.896156	-2.896156	5.938475	5.821775
-2.896156	-2.847068	5.912293	5.795594
-2.896156	-2.797981	5.881500	5.764801
-2.896156	-2.748894	5.846171	5.729472
-2.896156	-2.699806	5.806391	5.689691
