path	fm energy1	fm energy2	fm_ energy1	fm_ energy2	afm energy1	afm energy2
35	6.754313	0.141622	11.561076	4.948385	9.157695	2.545003
36	6.716754	0.179181	11.523517	4.985944	9.120135	2.582562
37	6.678431	0.217504	11.485193	5.024267	9.081812	2.620886
38	6.639366	0.256569	11.446129	5.063332	9.042747	2.659950
39	6.599584	0.296351	11.406347	5.103114	9.002965	2.699732
40	6.559108	0.336827	11.365871	5.143590	8.962489	2.740208
41	6.517963	0.377972	11.324725	5.184735	8.921344	2.781354
42	6.476173	0.419762	11.282936	5.226525	8.879554	2.823143
43	6.433764	0.462171	11.240527	5.268934	8.837145	2.865552
44	6.390761	0.505174	11.197524	5.311937	8.794142	2.908555
45	6.347190	0.548745	11.153953	5.355508	8.750572	2.952126
46	6.303078	0.592857	11.109840	5.399620	8.706459	2.996239
47	6.258450	0.637485	11.065213	5.444248	8.661832	3.040866
48	6.213334	0.682601	11.020097	5.489363	8.616716	3.085982
49	6.167758	0.728177	10.974520	5.534940	8.571139	3.131559
50	6.121747	0.774188	10.928510	5.580951	8.525129	3.177569
51	6.075331	0.820604	10.882094	5.627367	8.478712	3.223985
52	6.028537	0.867398	10.835300	5.674161	8.431918	3.270780
53	5.981393	0.914542	10.788156	5.721305	8.384774	3.317923
54	5.933928	0.962007	10.740691	5.768770	8.337309	3.365389
55	5.886170	1.009765	10.692933	5.816528	8.289551	3.413146
56	5.838148	1.057787	10.644911	5.864550	8.241530	3.461168
57	5.789891	1.106044	10.596654	5.912806	8.193273	3.509425
58	5.741428	1.154507	10.548191	5.961269	8.144810	3.557888
59	5.692789	1.203146	10.499552	6.009909	8.096170	3.606528
60	5.644002	1.251933	10.450765	6.058696	8.047383	3.655315
61	5.595097	1.300838	10.401859	6.107601	7.998478	3.704220
62	5.546103	1.349832	10.352866	6.156595	7.949484	3.753214
63	5.497050	1.398885	10.303813	6.205648	7.900431	3.802266
64	5.447968	1.447968	10.254730	6.254730	7.851349	3.851349
65	5.398885	1.497050	10.205648	6.303813	7.802266	3.900431
66	5.349832	1.546103	10.156595	6.352866	7.753214	3.949484
67	5.300838	1.595097	10.107601	6.401859	7.704220	3.998478
68	5.251933	1.644002	10.058696	6.450765	7.655315	4.047383
69	5.203146	1.692789	10.009909	6.499552	7.606528	4.096170
70	5.154507	1.741428	9.961269	6.548191	7.557888	4.144810
71	5.106044	1.789891	9.912806	6.596654	7.509425	4.193273
72	5.057787	1.838148	9.864550	6.644911	7.461168	4.241530
73	5.009765	1.886170	9.816528	6.692933	7.413146	4.289551
74	4.962007	1.933928	9.768770	6.740691	7.365389	4.337309
75	4.914542	1.981393	9.721305	6.788156	7.317923	4.384774
76	4.867398	2.028537	9.674161	6.835300	7.270780	4.431918
77	4.820604	2.075331	9.627367	6.882094	7.223985	4.478712
78	4.774188	2.121747	9.580951	6.928510	7.177569	4.525129
79	4.728177	2.167758	9.534940	6.974520	7.131559	4.571139
80	4.682601	2.213334	9.489363	7.020097	7.085982	4.616716
81	4.637485	2.258450	9.444248	7.065213	7.040866	4.661832
82	4.592857	2.303078	9.399620	7.109840	6.996239	4.706459
83	4.548745	2.347190	9.355508	7.153953	6.952126	4.750572
84	4.505174	2.390761	9.311937	7.197524	6.908555	4.794142
85	4.462171	2.433764	9.268934	7.240527	6.865552	4.837145
86	4.419762	2.476173	9.226525	7.282936	6.823143	4.879554
87	4.377972	2.517963	9.184735	7.324725	6.781354	4.921344
88	4.336827	2.559108	9.143590	7.365871	6.740208	4.962489
89	4.296351	2.599584	9.103114	7.406347	6.699732	5.002965
90	4.256569	2.639366	9.063332	7.446129	6.659950	5.042747
91	4.217504	2.678431	9.024267	7.485193	6.620886	5.081812
92	4.179181	2.716754	8.985944	7.523517	6.582562	5.120135
93	4.141622	2.754313	8.948385	7.561076	6.545003	5.157695
94	4.104850	2.791085	8.911612	7.597848	6.508231	5.194467
95	4.068886	2.827049	8.875649	7.633811	6.472268	5.230430
96	4.033754	2.862181	8.840517	7.668944	6.437135	5.265562
97	3.999473	2.896462	8.806236	7.703224	6.402855	5.299843
98	3.966065	2.929870	8.772828	7.736632	6.369447	5.333251
99	3.933550	2.962385	8.740313	7.769148	6.336931	5.365767
100	3.901947	2.993988	8.708709	7.800751	6.305328	5.397370
101	3.871275	3.024660	8.678037	7.831423	6.274656	5.428042
102	3.841552	3.054383	8.648315	7.861145	6.244934	5.457764
103	3.812798	3.083137	8.619561	7.889900	6.216179	5.486519
104	3.785028	3.110907	8.591791	7.917669	6.188410	5.514288
105	3.758260	3.137675	8.565023	7.944437	6.161642	5.541056
106	3.732510	3.163425	8.539273	7.970187	6.135892	5.566806
107	3.707794	3.188142	8.514556	7.994904	6.111175	5.591523
108	3.684125	3.211810	8.490888	8.018573	6.087506	5.615191
109	3.661519	3.234416	8.468282	8.041179	6.064900	5.637797
110	3.639989	3.255946	8.446752	8.062709	6.043370	5.659327
111	3.619548	3.276387	8.426311	8.083150	6.022929	5.679768
112	3.600208	3.295727	8.406971	8.102489	6.003590	5.699108
113	3.581982	3.313953	8.388745	8.120716	5.985363	5.717334
114	3.564879	3.331056	8.371642	8.137818	5.968261	5.734437
115	3.548911	3.347024	8.355674	8.153787	5.952293	5.750405
116	3.534087	3.361848	8.340850	8.168611	5.937468	5.765230
117	3.520415	3.375520	8.327178	8.182282	5.923797	5.778901
118	3.507905	3.388030	8.314668	8.194793	5.911286	5.791411
119	3.496563	3.399372	8.303326	8.206134	5.899945	5.802753
120	3.486397	3.409538	8.293160	8.216301	5.889778	5.812919
121	3.477412	3.418523	8.284175	8.225286	5.880794	5.821904
122	3.469615	3.426321	8.276377	8.233083	5.872996	5.829702
123	3.463008	3.432927	8.269771	8.239689	5.866390	5.836308
124	3.457598	3.438337	8.264361	8.245100	5.860979	5.841718
125	3.453387	3.442548	8.260149	8.249311	5.856768	5.845930
126	3.450377	3.445558	8.257139	8.252321	5.853758	5.848940
127	3.448570	3.447365	8.255333	8.254128	5.851951	5.850747
128	3.447968	3.447968	8.254730	8.254730	5.851349	5.851349
129	3.447365	3.448570	8.254128	8.255333	5.850747	5.851951
130	3.445558	3.450377	8.252321	8.257139	5.848940	5.853758
131	3.442548	3.453387	8.260149	8.249311	5.845930	5.856768
132	3.457598	3.438337	8.264361	8.245100	5.860979	5.841718
133	3.432927	3.463008	8.239689	8.269771	5.836308	5.866390
134	3.426321	3.469615	8.233083	8.276377	5.872996	5.829702
135	3.418523	3.477412	8.284175	8.225286	5.880794	5.821904
136	3.486397	3.409538	8.293160	8.216301	5.889778	5.812919
137	3.496563	3.399372	8.303326	8.206134	5.802753	5.899945
138	3.388030	3.507905	8.314668	8.194793	5.911286	5.791411
139	3.520415	3.375520	8.327178	8.182282	5.923797	5.778901
140	3.361848	3.534087	8.168611	8.340850	5.765230	5.937468
141	3.548911	3.347024	8.355674	8.153787	5.952293	5.750405
142	3.564879	3.331056	8.371642	8.137818	5.968261	5.734437
143	3.581982	3.313953	8.388745	8.120716	5.985363	5.717334
144	3.600208	3.295727	8.102489	8.406971	6.003590	5.699108
145	3.276387	3.619548	8.083150	8.426311	5.679768	6.022929
146	3.255946	3.639989	8.062709	8.446752	6.043370	5.659327
147	3.234416	3.661519	8.041179	8.468282	5.637797	6.064900
148	3.211810	3.684125	8.490888	8.018573	6.087506	5.615191
149	3.707794	3.188142	8.514556	7.994904	6.111175	5.591523
150	3.163425	3.732510	7.970187	8.539273	5.566806	6.135892
151	3.758260	3.137675	8.565023	7.944437	6.161642	5.541056
152	3.110907	3.785028	7.917669	8.591791	5.514288	6.188410
153	3.083137	3.812798	7.889900	8.619561	5.486519	6.216179
154	3.054383	3.841552	7.861145	8.648315	5.457764	6.244934
155	3.024660	3.871275	7.831423	8.678037	5.428042	6.274656
156	2.993988	3.901947	7.800751	8.708709	5.397370	6.305328
157	3.933550	2.962385	8.740313	7.769148	6.336931	5.365767
158	2.929870	3.966065	8.772828	7.736632	5.333251	6.369447
159	3.999473	2.896462	8.806236	7.703224	6.402855	5.299843
160	4.033754	2.862181	8.840517	7.668944	6.437135	5.265562
161	2.827049	4.068886	7.633811	8.875649	6.472268	5.230430
162	4.104850	2.791085	8.911612	7.597848	6.508231	5.194467
163	2.754313	4.141622	7.561076	8.948385	6.545003	5.157695
164	2.716754	4.179181	7.523517	8.985944	5.120135	6.582562
165	2.678431	4.217504	9.024267	7.485193	6.620886	5.081812
166	4.256569	2.639366	7.446129	9.063332	5.042747	6.659950
167	4.296351	2.599584	7.406347	9.103114	5.002965	6.699732
168	4.336827	2.559108	9.143590	7.365871	6.740208	4.962489
169	2.517963	4.377972	7.324725	9.184735	6.781354	4.921344
170	4.419762	2.476173	9.226525	7.282936	6.823143	4.879554
171	4.462171	2.433764	9.268934	7.240527	6.865552	4.837145
172	4.505174	2.390761	9.311937	7.197524	6.908555	4.794142
173	4.548745	2.347190	9.355508	7.153953	6.952126	4.750572
174	4.592857	2.303078	7.109840	9.399620	6.996239	4.706459
175	4.637485	2.258450	9.444248	7.065213	7.040866	4.661832
176	4.682601	2.213334	9.489363	7.020097	7.085982	4.616716
177	2.167758	4.728177	6.974520	9.534940	4.571139	7.131559
178	2.121747	4.774188	6.928510	9.580951	4.525129	7.177569
179	4.820604	2.075331	9.627367	6.882094	7.223985	4.478712
180	4.867398	2.028537	9.674161	6.835300	7.270780	4.431918
181	4.914542	1.981393	9.721305	6.788156	7.317923	4.384774
182	4.962007	1.933928	9.768770	6.740691	7.365389	4.337309
183	1.886170	5.009765	6.692933	9.816528	4.289551	7.413146
184	5.057787	1.838148	9.864550	6.644911	7.461168	4.241530
185	5.106044	1.789891	9.912806	6.596654	7.509425	4.193273
186	5.154507	1.741428	9.961269	6.548191	7.557888	4.144810
187	1.692789	5.203146	6.499552	10.009909	4.096170	7.606528
188	1.644002	5.251933	10.058696	6.450765	7.655315	4.047383
189	1.595097	5.300838	6.401859	10.107601	3.998478	7.704220
190	1.546103	5.349832	6.352866	10.156595	3.949484	7.753214
191	5.398885	1.497050	10.205648	6.303813	7.802266	3.900431
192	5.447968	1.447968	10.254730	6.254730	7.851349	3.851349
193	5.497050	1.398885	10.303813	6.205648	7.900431	3.802266
194	5.546103	1.349832	10.352866	6.156595	7.949484	3.753214
195	1.300838	5.595097	10.401859	6.107601	3.704220	7.998478
196	1.251933	5.644002	10.450765	6.058696	8.047383	3.655315
197	5.692789	1.203146	10.499552	6.009909	8.096170	3.606528
198	5.741428	1.154507	10.548191	5.961269	8.144810	3.557888
199	5.789891	1.106044	10.596654	5.912806	8.193273	3.509425
200	5.838148	1.057787	10.644911	5.864550	8.241530	3.461168
201	1.009765	5.886170	5.816528	10.692933	3.413146	8.289551
202	0.962007	5.933928	5.768770	10.740691	3.365389	8.337309
203	5.981393	0.914542	10.788156	5.721305	8.384774	3.317923
204	6.028537	0.867398	10.835300	5.674161	8.431918	3.270780
205	0.820604	6.075331	5.627367	10.882094	3.223985	8.478712
206	6.121747	0.774188	10.928510	5.580951	8.525129	3.177569
207	6.167758	0.728177	5.534940	10.974520	8.571139	3.131559
208	0.682601	6.213334	5.489363	11.020097	8.616716	3.085982
209	6.258450	0.637485	11.065213	5.444248	8.661832	3.040866
210	6.303078	0.592857	11.109840	5.399620	8.706459	2.996239
211	0.548745	6.347190	5.355508	11.153953	2.952126	8.750572
212	0.505174	6.390761	5.311937	11.197524	2.908555	8.794142
213	0.462171	6.433764	11.240527	5.268934	8.837145	2.865552
214	6.476173	0.419762	11.282936	5.226525	8.879554	2.823143
215	6.517963	0.377972	11.324725	5.184735	8.921344	2.781354
216	6.559108	0.336827	11.365871	5.143590	8.962489	2.740208
217	6.599584	0.296351	11.406347	5.103114	9.002965	2.699732
218	6.639366	0.256569	11.446129	5.063332	9.042747	2.659950
219	0.217504	6.678431	5.024267	11.485193	2.620886	9.081812
220	0.179181	6.716754	11.523517	4.985944	2.582562	9.120135
221	6.754313	0.141622	11.561076	4.948385	9.157695	2.545003
222	6.791085	0.104850	11.597848	4.911612	2.508231	9.194467
223	0.068886	6.827049	4.875649	11.633811	9.230430	2.472268
224	6.862181	0.033754	11.668944	4.840517	9.265562	2.437135
225	6.896462	-0.000527	11.703224	4.806236	9.299843	2.402855
226	-0.033935	6.929870	4.772828	11.736632	2.369447	9.333251
227	-0.066450	6.962385	4.740313	11.769148	2.336931	9.365767
228	6.993988	-0.098053	11.800751	4.708709	9.397370	2.305328
229	7.024660	-0.128725	4.678037	11.831423	9.428042	2.274656
230	-0.158448	7.054383	11.861145	4.648315	9.457764	2.244934
231	-0.187202	7.083137	4.619561	11.889900	2.216179	9.486519
232	7.110907	-0.214972	4.591791	11.917669	9.514288	2.188410
233	-0.241740	7.137675	4.565023	11.944437	2.161642	9.541056
234	7.163425	-0.267490	11.970187	4.539273	9.566806	2.135892
235	7.188142	-0.292206	11.994904	4.514556	9.591523	2.111175
236	7.211810	-0.315875	12.018573	4.490888	9.615191	2.087506
237	-0.338481	7.234416	4.468282	12.041179	2.064900	9.637797
238	-0.360011	7.255946	4.446752	12.062709	2.043370	9.659327
239	-0.380452	7.276387	4.426311	12.083150	2.022929	9.679768
240	7.295727	-0.399792	12.102489	4.406971	9.699108	2.003590
241	-0.418018	7.313953	12.120716	4.388745	9.717334	1.985363
242	-0.435121	7.331056	12.137818	4.371642	9.734437	1.968261
243	7.347024	-0.451089	12.153787	4.355674	9.750405	1.952293
244	7.361848	-0.465913	12.168611	4.340850	9.765230	1.937468
245	-0.479585	7.375520	12.182282	4.327178	1.923797	9.778901
246	7.388030	-0.492095	12.194793	4.314668	9.791411	1.911286
247	7.399372	-0.503437	4.303326	12.206134	9.802753	1.899945
248	7.409538	-0.513603	12.216301	4.293160	9.812919	1.889778
249	-0.522588	7.418523	4.284175	12.225286	1.880794	9.821904
250	-0.530385	7.426321	4.276377	12.233083	9.829702	1.872996
251	7.432927	-0.536992	12.239689	4.269771	9.836308	1.866390
252	-0.542402	7.438337	4.264361	12.245100	1.860979	9.841718
253	7.442548	-0.546613	12.249311	4.260149	9.845930	1.856768
254	-0.549623	7.445558	12.252321	4.257139	1.853758	9.848940
255	7.447365	-0.551430	12.254128	4.255333	9.850747	1.851951
256	7.447666	-0.551731	12.254429	4.255031	9.851048	1.851650
257	-0.550527	7.446462	12.253224	4.256236	1.852855	9.849843
258	7.442849	-0.546913	12.249611	4.259849	9.846230	1.856468
259	-0.540894	7.436829	4.265869	12.243592	1.862487	9.840210
260	-0.532472	7.428407	4.274291	12.235169	1.870910	9.831788
261	7.417587	-0.521652	4.285111	12.224349	9.820968	1.881730
262	-0.508441	7.404376	4.298322	12.211138	1.894941	9.807757
263	7.388781	-0.492846	4.313916	12.195544	1.910535	9.792163
264	7.370813	-0.474878	12.177576	4.331885	1.928503	9.774195
265	-0.454547	7.350482	4.352216	12.157245	1.948834	9.753864
266	-0.431865	7.327800	4.374897	12.134563	9.731182	1.971516
267	-0.406846	7.302782	4.399916	12.109544	1.996535	9.706163
268	-0.379506	7.275441	4.427257	12.082203	2.023876	9.678822
269	7.245794	-0.349859	12.052557	4.456903	9.649176	2.053522
270	7.213860	-0.317925	12.020623	4.488838	9.617242	2.085456
271	7.179658	-0.283723	11.986420	4.523040	9.583039	2.119659
272	-0.247272	7.143207	4.559490	11.949970	9.546589	2.156109
273	7.104531	-0.208596	11.911294	4.598167	9.507913	2.194785
274	7.063652	-0.167717	11.870415	4.639045	9.467034	2.235664
275	-0.124661	7.020596	11.827358	4.682102	9.423977	2.278721
276	6.975387	-0.079452	11.782150	4.727311	9.378768	2.323929
277	6.928053	-0.032118	11.734816	4.774644	9.331435	2.371263
278	0.017311	6.878624	4.824074	11.685386	2.420693	9.282005
279	0.068808	6.827127	4.875570	11.633890	2.472189	9.230509
280	0.122340	6.773596	4.929102	11.580358	2.525721	9.176977
281	6.718061	0.177875	11.524823	4.984637	2.581256	9.121442
282	0.235379	6.660556	5.042142	11.467318	2.638761	9.063937
283	0.294819	6.601116	5.101582	11.407878	2.698201	9.004497
284	6.539777	0.356159	11.346539	5.162921	8.943158	2.759540
285	6.476575	0.419360	11.283338	5.226123	8.879956	2.822742
286	6.411549	0.484386	11.218312	5.291149	8.814930	2.887768
287	0.551197	6.344738	11.151500	5.357960	8.748119	2.954579
288	6.276182	0.619753	5.426516	11.082944	8.679563	3.023135
289	6.205922	0.690013	11.012685	5.496776	8.609303	3.093394
290	6.134001	0.761934	10.940764	5.568697	8.537382	3.165315
291	6.060462	0.835473	5.642236	10.867225	3.238854	8.463844
292	0.910585	5.985350	5.717348	10.792112	3.313967	8.388731
293	5.908709	0.987226	10.715471	5.793989	8.312090	3.390608
294	5.830585	1.065350	10.637348	5.872112	8.233967	3.468731
295	5.751027	1.144908	10.557790	5.951671	8.154408	3.548290
296	5.670081	1.225854	10.476844	6.032617	8.073462	3.629235
297	5.587797	1.308138	10.394560	6.114901	3.711520	7.991178
298	5.504224	1.391711	10.310986	6.198474	7.907605	3.795093
299	5.419412	1.476523	6.283286	10.226175	7.822793	3.879905
300	1.562523	5.333412	6.369285	10.140175	3.965904	7.736794
301	1.649658	5.246277	6.456420	10.053040	4.053039	7.649659
302	1.737876	5.158059	6.544639	9.964822	4.141257	7.561440
303	1.827124	5.068811	6.633887	9.875573	4.230506	7.472192
304	4.978586	1.917349	9.785349	6.724112	7.381967	4.320730
305	2.008496	4.887439	9.694202	6.815258	4.411877	7.290821
306	2.100510	4.795425	6.907272	9.602188	4.503891	7.198807
307	4.702600	2.193335	9.509363	7.000098	7.105981	4.596716
308	2.286916	4.609019	9.415782	7.093679	7.012400	4.690298
309	4.514738	2.381197	9.321501	7.187960	6.918120	4.784578
310	4.419815	2.476120	7.282883	9.226578	6.823196	4.879501
311	2.571629	4.324306	7.378391	9.131069	4.975010	6.727688
312	2.667665	4.228270	7.474428	9.035033	5.071046	6.631651
313	2.764171	4.131764	8.938526	7.570934	5.167553	6.535145
314	4.034845	2.861090	8.841608	7.667853	6.438227	5.264471
315	2.958362	3.937573	8.744336	7.765124	5.361743	6.340955
316	3.055928	3.840007	7.862691	8.646769	5.459310	6.243388
317	3.742204	3.153731	8.548966	7.960494	6.145585	5.557113
318	3.251712	3.644223	8.058474	8.450986	5.655093	6.047605
319	3.349810	3.546125	8.156573	8.352888	5.753191	5.949506
320	3.447968	3.447968	8.254730	8.254730	5.851349	5.851349
321	3.349810	3.546125	8.156573	8.352888	5.753191	5.949506
322	3.251712	3.644223	8.058474	8.450986	5.655093	6.047605
323	3.742204	3.153731	8.548966	7.960494	6.145585	5.557113
324	3.055928	3.840007	8.646769	7.862691	5.459310	6.243388
325	2.958362	3.937573	7.765124	8.744336	5.361743	6.340955
326	4.034845	2.861090	7.667853	8.841608	6.438227	5.264471
327	2.764171	4.131764	7.570934	8.938526	5.167553	6.535145
328	2.667665	4.228270	9.035033	7.474428	6.631651	5.071046
329	4.324306	2.571629	9.131069	7.378391	6.727688	4.975010
330	4.419815	2.476120	9.226578	7.282883	6.823196	4.879501
331	2.381197	4.514738	7.187960	9.321501	4.784578	6.918120
332	4.609019	2.286916	9.415782	7.093679	7.012400	4.690298
333	4.702600	2.193335	9.509363	7.000098	7.105981	4.596716
334	2.100510	4.795425	9.602188	6.907272	4.503891	7.198807
335	4.887439	2.008496	9.694202	6.815258	7.290821	4.411877
336	1.917349	4.978586	6.724112	9.785349	4.320730	7.381967
337	5.068811	1.827124	9.875573	6.633887	7.472192	4.230506
338	5.158059	1.737876	9.964822	6.544639	7.561440	4.141257
339	5.246277	1.649658	10.053040	6.456420	7.649659	4.053039
340	5.333412	1.562523	6.369285	10.140175	7.736794	3.965904
341	5.419412	1.476523	10.226175	6.283286	7.822793	3.879905
342	1.391711	5.504224	6.198474	10.310986	3.795093	7.907605
343	5.587797	1.308138	10.394560	6.114901	7.991178	3.711520
344	5.670081	1.225854	6.032617	10.476844	8.073462	3.629235
345	1.144908	5.751027	10.557790	5.951671	3.548290	8.154408
346	5.830585	1.065350	10.637348	5.872112	8.233967	3.468731
347	0.987226	5.908709	5.793989	10.715471	3.390608	8.312090
348	5.985350	0.910585	5.717348	10.792112	8.388731	3.313967
349	6.060462	0.835473	10.867225	5.642236	8.463844	3.238854
350	6.134001	0.761934	10.940764	5.568697	8.537382	3.165315
351	6.205922	0.690013	11.012685	5.496776	8.609303	3.093394
352	6.276182	0.619753	11.082944	5.426516	8.679563	3.023135
353	6.344738	0.551197	11.151500	5.357960	2.954579	8.748119
354	0.484386	6.411549	5.291149	11.218312	8.814930	2.887768
355	0.419360	6.476575	11.283338	5.226123	8.879956	2.822742
356	6.539777	0.356159	11.346539	5.162921	8.943158	2.759540
357	6.601116	0.294819	11.407878	5.101582	2.698201	9.004497
358	0.235379	6.660556	5.042142	11.467318	2.638761	9.063937
359	0.177875	6.718061	4.984637	11.524823	2.581256	9.121442
360	0.122340	6.773596	11.580358	4.929102	9.176977	2.525721
361	6.827127	0.068808	11.633890	4.875570	9.230509	2.472189
362	6.878624	0.017311	11.685386	4.824074	9.282005	2.420693
363	6.928053	-0.032118	11.734816	4.774644	9.331435	2.371263
364	-0.079452	6.975387	11.782150	4.727311	2.323929	9.378768
365	-0.124661	7.020596	4.682102	11.827358	2.278721	9.423977
366	-0.167717	7.063652	4.639045	11.870415	2.235664	9.467034
367	-0.208596	7.104531	4.598167	11.911294	2.194785	9.507913
368	-0.247272	7.143207	4.559490	11.949970	2.156109	9.546589
369	7.179658	-0.283723	4.523040	11.986420	9.583039	2.119659
370	7.213860	-0.317925	12.020623	4.488838	2.085456	9.617242
371	-0.349859	7.245794	4.456903	12.052557	2.053522	9.649176
372	7.275441	-0.379506	12.082203	4.427257	2.023876	9.678822
373	7.302782	-0.406846	12.109544	4.399916	9.706163	1.996535
374	7.327800	-0.431865	4.374897	12.134563	9.731182	1.971516
375	-0.454547	7.350482	12.157245	4.352216	9.753864	1.948834
376	7.370813	-0.474878	12.177576	4.331885	9.774195	1.928503
377	7.388781	-0.492846	12.195544	4.313916	9.792163	1.910535
378	7.404376	-0.508441	12.211138	4.298322	9.807757	1.894941
379	7.417587	-0.521652	12.224349	4.285111	9.820968	1.881730
380	-0.532472	7.428407	4.274291	12.235169	1.870910	9.831788
381	7.436829	-0.540894	4.265869	12.243592	1.862487	9.840210
382	-0.546913	7.442849	12.249611	4.259849	1.856468	9.846230
383	7.446462	-0.550527	4.256236	12.253224	1.852855	9.849843
