kx	ky	energy_up	energy_down
-3.043418	-2.405282	6.810590	5.133954
-3.043418	-2.356194	6.742901	5.066265
-3.043418	-2.307107	6.671805	4.995169
-3.043418	-2.258020	6.597474	4.920838
-3.043418	-2.208932	6.520086	4.843450
-3.043418	-2.159845	6.439828	4.763192
-3.043418	-2.110758	6.356893	4.680257
-3.043418	-2.061670	6.271481	4.594845
-3.043418	-2.012583	6.183798	4.507162
-3.043418	-1.963495	6.094054	4.417418
-3.043418	-1.914408	6.002467	4.325831
-3.043418	-1.865321	5.909257	4.232621
-3.043418	-1.816233	5.814648	4.138012
-3.043418	-1.767146	5.718868	4.042232
-3.043418	-1.718058	5.622148	3.945513
-3.043418	-1.668971	5.524722	3.848086
-3.043418	-1.619884	5.426823	3.750187
-3.043418	-1.570796	5.328687	3.652052
-3.043418	-1.521709	5.230552	3.553916
-3.043418	-1.472622	5.132653	3.456017
-3.043418	-1.423534	5.035226	3.358591
-3.043418	-1.374447	4.938507	3.261871
-3.043418	-1.325359	4.842727	3.166091
-3.043418	-1.276272	4.748118	3.071482
-3.043418	-1.227185	4.654908	2.978272
-3.043418	-1.178097	4.563320	2.886685
-3.043418	-1.129010	4.473577	2.796941
-3.043418	-1.079922	4.385894	2.709258
-3.043418	-1.030835	4.300482	2.623846
-3.043418	-0.981748	4.217547	2.540911
-3.043418	-0.932660	4.137289	2.460653
-3.043418	-0.883573	4.059901	2.383265
-3.043418	-0.834486	3.985569	2.308934
-3.043418	-0.785398	3.914474	2.237838
-3.043418	-0.736311	3.846785	2.170149
-3.043418	-0.687223	3.782666	2.106031
-3.043418	-0.638136	3.722272	2.045637
-3.043418	-0.589049	3.665748	1.989112
-3.043418	-0.539961	3.613230	1.936594
-3.043418	-0.490874	3.564845	1.888209
-3.043418	-0.441786	3.520709	1.844073
-3.043418	-0.392699	3.480928	1.804293
-3.043418	-0.343612	3.445599	1.768963
-3.043418	-0.294524	3.414807	1.738171
-3.043418	-0.245437	3.388625	1.711989
-3.043418	-0.196350	3.367117	1.690481
-3.043418	-0.147262	3.350334	1.673699
-3.043418	-0.098175	3.338318	1.661682
-3.043418	-0.049087	3.331096	1.654461
-3.043418	0.000000	3.328687	1.652052
-3.043418	0.049087	3.331096	1.654461
-3.043418	0.098175	3.338318	1.661682
-3.043418	0.147262	3.350334	1.673699
-3.043418	0.196350	3.367117	1.690481
-3.043418	0.245437	3.388625	1.711989
-3.043418	0.294524	3.414807	1.738171
-3.043418	0.343612	3.445599	1.768963
-3.043418	0.392699	3.480928	1.804293
-3.043418	0.441786	3.520709	1.844073
-3.043418	0.490874	3.564845	1.888209
-3.043418	0.539961	3.613230	1.936594
-3.043418	0.589049	3.665748	1.989112
-3.043418	0.638136	3.722272	2.045637
-3.043418	0.687223	3.782666	2.106031
-3.043418	0.736311	3.846785	2.170149
-3.043418	0.785398	3.914474	2.237838
-3.043418	0.834486	3.985569	2.308934
-3.043418	0.883573	4.059901	2.383265
-3.043418	0.932660	4.137289	2.460653
-3.043418	0.981748	4.217547	2.540911
-3.043418	1.030835	4.300482	2.623846
-3.043418	1.079922	4.385894	2.709258
-3.043418	1.129010	4.473577	2.796941
-3.043418	1.178097	4.563320	2.886685
-3.043418	1.227185	4.654908	2.978272
-3.043418	1.276272	4.748118	3.071482
-3.043418	1.325359	4.842727	3.166091
-3.043418	1.374447	4.938507	3.261871
-3.043418	1.423534	5.035226	3.358591
-3.043418	1.472622	5.132653	3.456017
-3.043418	1.521709	5.230552	3.553916
-3.043418	1.570796	5.328687	3.652052
-3.043418	1.619884	5.426823	3.750187
-3.043418	1.668971	5.524722	3.848086
-3.043418	1.718058	5.622148	3.945513
-3.043418	1.767146	5.718868	4.042232
-3.043418	1.816233	5.814648	4.138012
-3.043418	1.865321	5.909257	4.232621
-3.043418	1.914408	6.002467	4.325831
-3.043418	1.963495	6.094054	4.417418
-3.043418	2.012583	6.183798	4.507162
-3.043418	2.061670	6.271481	4.594845
-3.043418	2.110758	6.356893	4.680257
-3.043418	2.159845	6.439828	4.763192
-3.043418	2.208932	6.520086	4.843450
-3.043418	2.258020	6.597474	4.920838
-3.043418	2.307107	6.671805	4.995169
-3.043418	2.356194	6.742901	5.066265
-3.043418	2.405282	6.810590	5.133954
-3.043418	2.454369	6.874708	5.198072
-3.043418	2.503457	6.935102	5.258467
-3.043418	2.552544	6.991627	5.314991
-3.043418	2.601631	7.044145	5.367509
-3.043418	2.650719	7.092530	5.415894
-3.043418	2.699806	7.136666	5.460030
-3.043418	2.748894	7.176446	5.499811
-3.043418	2.797981	7.211775	5.535140
-3.043418	2.847068	7.242568	5.565932
-3.043418	2.896156	7.268750	5.592114
-3.043418	2.945243	7.290258	5.613622
-3.043418	2.994330	7.307040	5.630405
-3.043418	3.043418	7.319057	5.642421
-3.043418	3.092505	7.326278	5.649642
-2.994330	-3.141593	7.316671	5.640035
-2.994330	-3.092505	7.314262	5.637626
-2.994330	-3.043418	7.307040	5.630405
-2.994330	-2.994330	7.295024	5.618388
-2.994330	-2.945243	7.278241	5.601606
-2.994330	-2.896156	7.256733	5.580098
-2.994330	-2.847068	7.230552	5.553916
-2.994330	-2.797981	7.199759	5.523123
-2.994330	-2.748894	7.164430	5.487794
-2.994330	-2.699806	7.124649	5.448014
-2.994330	-2.650719	7.080513	5.403878
-2.994330	-2.601631	7.032128	5.355492
-2.994330	-2.552544	6.979610	5.302974
-2.994330	-2.503457	6.923086	5.246450
-2.994330	-2.454369	6.862692	5.186056
-2.994330	-2.405282	6.798573	5.121937
-2.994330	-2.356194	6.730884	5.054249
-2.994330	-2.307107	6.659789	4.983153
-2.994330	-2.258020	6.585457	4.908822
-2.994330	-2.208932	6.508070	4.831434
-2.994330	-2.159845	6.427811	4.751176
-2.994330	-2.110758	6.344876	4.668241
-2.994330	-2.061670	6.259464	4.582829
-2.994330	-2.012583	6.171781	4.495145
-2.994330	-1.963495	6.082038	4.405402
-2.994330	-1.914408	5.990451	4.313815
-2.994330	-1.865321	5.897240	4.220605
-2.994330	-1.816233	5.802631	4.125996
-2.994330	-1.767146	5.706852	4.030216
-2.994330	-1.718058	5.610132	3.933496
-2.994330	-1.668971	5.512705	3.836069
-2.994330	-1.619884	5.414806	3.738170
-2.994330	-1.570796	5.316671	3.640035
-2.994330	-1.521709	5.218536	3.541900
-2.994330	-1.472622	5.120637	3.444001
-2.994330	-1.423534	5.023210	3.346574
-2.994330	-1.374447	4.926490	3.249855
-2.994330	-1.325359	4.830711	3.154075
-2.994330	-1.276272	4.736102	3.059466
-2.994330	-1.227185	4.642891	2.966255
-2.994330	-1.178097	4.551304	2.874668
-2.994330	-1.129010	4.461561	2.784925
-2.994330	-1.079922	4.373877	2.697242
-2.994330	-1.030835	4.288465	2.611830
-2.994330	-0.981748	4.205530	2.528895
-2.994330	-0.932660	4.125272	2.448637
-2.994330	-0.883573	4.047884	2.371249
-2.994330	-0.834486	3.973553	2.296917
-2.994330	-0.785398	3.902457	2.225822
-2.994330	-0.736311	3.834769	2.158133
-2.994330	-0.687223	3.770650	2.094014
-2.994330	-0.638136	3.710256	2.033620
-2.994330	-0.589049	3.653732	1.977096
-2.994330	-0.539961	3.601214	1.924578
-2.994330	-0.490874	3.552828	1.876193
-2.994330	-0.441786	3.508692	1.832057
-2.994330	-0.392699	3.468912	1.792276
-2.994330	-0.343612	3.433583	1.756947
-2.994330	-0.294524	3.402790	1.726154
-2.994330	-0.245437	3.376608	1.699973
-2.994330	-0.196350	3.355100	1.678465
-2.994330	-0.147262	3.338318	1.661682
-2.994330	-0.098175	3.326301	1.649666
-2.994330	-0.049087	3.319080	1.642444
-2.994330	0.000000	3.316671	1.640035
-2.994330	0.049087	3.319080	1.642444
-2.994330	0.098175	3.326301	1.649666
-2.994330	0.147262	3.338318	1.661682
-2.994330	0.196350	3.355100	1.678465
-2.994330	0.245437	3.376608	1.699973
-2.994330	0.294524	3.402790	1.726154
-2.994330	0.343612	3.433583	1.756947
-2.994330	0.392699	3.468912	1.792276
-2.994330	0.441786	3.508692	1.832057
-2.994330	0.490874	3.552828	1.876193
-2.994330	0.539961	3.601214	1.924578
-2.994330	0.589049	3.653732	1.977096
-2.994330	0.638136	3.710256	2.033620
-2.994330	0.687223	3.770650	2.094014
-2.994330	0.736311	3.834769	2.158133
-2.994330	0.785398	3.902457	2.225822
-2.994330	0.834486	3.973553	2.296917
-2.994330	0.883573	4.047884	2.371249
-2.994330	0.932660	4.125272	2.448637
-2.994330	0.981748	4.205530	2.528895
-2.994330	1.030835	4.288465	2.611830
-2.994330	1.079922	4.373877	2.697242
-2.994330	1.129010	4.461561	2.784925
-2.994330	1.178097	4.551304	2.874668
-2.994330	1.227185	4.642891	2.966255
-2.994330	1.276272	4.736102	3.059466
-2.994330	1.325359	4.830711	3.154075
-2.994330	1.374447	4.926490	3.249855
-2.994330	1.423534	5.023210	3.346574
-2.994330	1.472622	5.120637	3.444001
-2.994330	1.521709	5.218536	3.541900
-2.994330	1.570796	5.316671	3.640035
-2.994330	1.619884	5.414806	3.738170
-2.994330	1.668971	5.512705	3.836069
-2.994330	1.718058	5.610132	3.933496
-2.994330	1.767146	5.706852	4.030216
-2.994330	1.816233	5.802631	4.125996
-2.994330	1.865321	5.897240	4.220605
-2.994330	1.914408	5.990451	4.313815
-2.994330	1.963495	6.082038	4.405402
-2.994330	2.012583	6.171781	4.495145
-2.994330	2.061670	6.259464	4.582829
-2.994330	2.110758	6.344876	4.668241
-2.994330	2.159845	6.427811	4.751176
-2.994330	2.208932	6.508070	4.831434
-2.994330	2.258020	6.585457	4.908822
-2.994330	2.307107	6.659789	4.983153
-2.994330	2.356194	6.730884	5.054249
-2.994330	2.405282	6.798573	5.121937
-2.994330	2.454369	6.862692	5.186056
-2.994330	2.503457	6.923086	5.246450
-2.994330	2.552544	6.979610	5.302974
-2.994330	2.601631	7.032128	5.355492
-2.994330	2.650719	7.080513	5.403878
-2.994330	2.699806	7.124649	5.448014
-2.994330	2.748894	7.164430	5.487794
-2.994330	2.797981	7.199759	5.523123
-2.994330	2.847068	7.230552	5.553916
-2.994330	2.896156	7.256733	5.580098
-2.994330	2.945243	7.278241	5.601606
-2.994330	2.994330	7.295024	5.618388
-2.994330	3.043418	7.307040	5.630405
-2.994330	3.092505	7.314262	5.637626
-2.945243	-3.141593	7.299888	5.623253
-2.945243	-3.092505	7.297479	5.620844
-2.945243	-3.043418	7.290258	5.613622
-2.945243	-2.994330	7.278241	5.601606
-2.945243	-2.945243	7.261459	5.584823
-2.945243	-2.896156	7.239951	5.563315
-2.945243	-2.847068	7.213769	5.537133
-2.945243	-2.797981	7.182977	5.506341
-2.945243	-2.748894	7.147647	5.471012
-2.945243	-2.699806	7.107867	5.431231
-2.945243	-2.650719	7.063731	5.387095
-2.945243	-2.601631	7.015346	5.338710
-2.945243	-2.552544	6.962828	5.286192
-2.945243	-2.503457	6.906303	5.229668
-2.945243	-2.454369	6.845909	5.169274
-2.945243	-2.405282	6.781791	5.105155
-2.945243	-2.356194	6.714102	5.037466
-2.945243	-2.307107	6.643006	4.966371
-2.945243	-2.258020	6.568675	4.892039
-2.945243	-2.208932	6.491287	4.814651
-2.945243	-2.159845	6.411029	4.734393
-2.945243	-2.110758	6.328094	4.651458
-2.945243	-2.061670	6.242682	4.566046
-2.945243	-2.012583	6.154999	4.478363
-2.945243	-1.963495	6.065255	4.388620
-2.945243	-1.914408	5.973668	4.297032
-2.945243	-1.865321	5.880458	4.203822
-2.945243	-1.816233	5.785849	4.109213
-2.945243	-1.767146	5.690069	4.013433
-2.945243	-1.718058	5.593349	3.916714
-2.945243	-1.668971	5.495923	3.819287
-2.945243	-1.619884	5.398024	3.721388
-2.945243	-1.570796	5.299888	3.623253
-2.945243	-1.521709	5.201753	3.525117
-2.945243	-1.472622	5.103854	3.427218
-2.945243	-1.423534	5.006427	3.329792
-2.945243	-1.374447	4.909708	3.233072
-2.945243	-1.325359	4.813928	3.137292
-2.945243	-1.276272	4.719319	3.042683
-2.945243	-1.227185	4.626109	2.949473
-2.945243	-1.178097	4.534522	2.857886
-2.945243	-1.129010	4.444778	2.768143
-2.945243	-1.079922	4.357095	2.680459
-2.945243	-1.030835	4.271683	2.595047
-2.945243	-0.981748	4.188748	2.512112
-2.945243	-0.932660	4.108490	2.431854
-2.945243	-0.883573	4.031102	2.354466
-2.945243	-0.834486	3.956771	2.280135
-2.945243	-0.785398	3.885675	2.209039
-2.945243	-0.736311	3.817986	2.141350
-2.945243	-0.687223	3.753868	2.077232
-2.945243	-0.638136	3.693473	2.016838
-2.945243	-0.589049	3.636949	1.960313
-2.945243	-0.539961	3.584431	1.907795
-2.945243	-0.490874	3.536046	1.859410
-2.945243	-0.441786	3.491910	1.815274
-2.945243	-0.392699	3.452129	1.775494
-2.945243	-0.343612	3.416800	1.740165
-2.945243	-0.294524	3.386008	1.709372
-2.945243	-0.245437	3.359826	1.683190
-2.945243	-0.196350	3.338318	1.661682
-2.945243	-0.147262	3.321535	1.644900
-2.945243	-0.098175	3.309519	1.632883
-2.945243	-0.049087	3.302298	1.625662
-2.945243	0.000000	3.299888	1.623253
-2.945243	0.049087	3.302298	1.625662
-2.945243	0.098175	3.309519	1.632883
-2.945243	0.147262	3.321535	1.644900
-2.945243	0.196350	3.338318	1.661682
-2.945243	0.245437	3.359826	1.683190
-2.945243	0.294524	3.386008	1.709372
-2.945243	0.343612	3.416800	1.740165
-2.945243	0.392699	3.452129	1.775494
-2.945243	0.441786	3.491910	1.815274
-2.945243	0.490874	3.536046	1.859410
-2.945243	0.539961	3.584431	1.907795
-2.945243	0.589049	3.636949	1.960313
-2.945243	0.638136	3.693473	2.016838
-2.945243	0.687223	3.753868	2.077232
-2.945243	0.736311	3.817986	2.141350
-2.945243	0.785398	3.885675	2.209039
-2.945243	0.834486	3.956771	2.280135
-2.945243	0.883573	4.031102	2.354466
-2.945243	0.932660	4.108490	2.431854
-2.945243	0.981748	4.188748	2.512112
-2.945243	1.030835	4.271683	2.595047
-2.945243	1.079922	4.357095	2.680459
-2.945243	1.129010	4.444778	2.768143
-2.945243	1.178097	4.534522	2.857886
-2.945243	1.227185	4.626109	2.949473
-2.945243	1.276272	4.719319	3.042683
-2.945243	1.325359	4.813928	3.137292
-2.945243	1.374447	4.909708	3.233072
-2.945243	1.423534	5.006427	3.329792
-2.945243	1.472622	5.103854	3.427218
-2.945243	1.521709	5.201753	3.525117
-2.945243	1.570796	5.299888	3.623253
-2.945243	1.619884	5.398024	3.721388
-2.945243	1.668971	5.495923	3.819287
-2.945243	1.718058	5.593349	3.916714
-2.945243	1.767146	5.690069	4.013433
-2.945243	1.816233	5.785849	4.109213
-2.945243	1.865321	5.880458	4.203822
-2.945243	1.914408	5.973668	4.297032
-2.945243	1.963495	6.065255	4.388620
-2.945243	2.012583	6.154999	4.478363
-2.945243	2.061670	6.242682	4.566046
-2.945243	2.110758	6.328094	4.651458
-2.945243	2.159845	6.411029	4.734393
-2.945243	2.208932	6.491287	4.814651
-2.945243	2.258020	6.568675	4.892039
-2.945243	2.307107	6.643006	4.966371
-2.945243	2.356194	6.714102	5.037466
-2.945243	2.405282	6.781791	5.105155
-2.945243	2.454369	6.845909	5.169274
-2.945243	2.503457	6.906303	5.229668
-2.945243	2.552544	6.962828	5.286192
-2.945243	2.601631	7.015346	5.338710
-2.945243	2.650719	7.063731	5.387095
-2.945243	2.699806	7.107867	5.431231
-2.945243	2.748894	7.147647	5.471012
-2.945243	2.797981	7.182977	5.506341
-2.945243	2.847068	7.213769	5.537133
-2.945243	2.896156	7.239951	5.563315
-2.945243	2.945243	7.261459	5.584823
-2.945243	2.994330	7.278241	5.601606
-2.945243	3.043418	7.290258	5.613622
-2.945243	3.092505	7.297479	5.620844
-2.896156	-3.141593	7.278380	5.601745
-2.896156	-3.092505	7.275971	5.599336
-2.896156	-3.043418	7.268750	5.592114
-2.896156	-2.994330	7.256733	5.580098
-2.896156	-2.945243	7.239951	5.563315
-2.896156	-2.896156	7.218443	5.541807
-2.896156	-2.847068	7.192261	5.515625
-2.896156	-2.797981	7.161469	5.484833
-2.896156	-2.748894	7.126139	5.449504
