kx	ky	energy_up	energy_down
-3.141593	-3.141593	11.997559	4.002441
-3.141593	-3.092505	11.995150	4.000032
-3.141593	-3.043418	11.987928	3.992811
-3.141593	-2.994330	11.975912	3.980794
-3.141593	-2.945243	11.959129	3.964012
-3.141593	-2.896156	11.937621	3.942504
-3.141593	-2.847068	11.911439	3.916322
-3.141593	-2.797981	11.880647	3.885530
-3.141593	-2.748894	11.845318	3.850200
-3.141593	-2.699806	11.805537	3.810420
-3.141593	-2.650719	11.761401	3.766284
-3.141593	-2.601631	11.713016	3.717899
-3.141593	-2.552544	11.660498	3.665381
-3.141593	-2.503457	11.603974	3.608856
-3.141593	-2.454369	11.543580	3.548462
-3.141593	-2.405282	11.479461	3.484344
-3.141593	-2.356194	11.411772	3.416655
-3.141593	-2.307107	11.340677	3.345559
-3.141593	-2.258020	11.266345	3.271228
-3.141593	-2.208932	11.188957	3.193840
-3.141593	-2.159845	11.108699	3.113582
-3.141593	-2.110758	11.025764	3.030647
-3.141593	-2.061670	10.940352	2.945235
-3.141593	-2.012583	10.852669	2.857552
-3.141593	-1.963495	10.762925	2.767808
-3.141593	-1.914408	10.671338	2.676221
-3.141593	-1.865321	10.578128	2.583011
-3.141593	-1.816233	10.483519	2.488402
-3.141593	-1.767146	10.387739	2.392622
-3.141593	-1.718058	10.291020	2.295902
-3.141593	-1.668971	10.193593	2.198476
-3.141593	-1.619884	10.095694	2.100577
-3.141593	-1.570796	9.997559	2.002441
-3.141593	-1.521709	9.899423	1.904306
-3.141593	-1.472622	9.801524	1.806407
-3.141593	-1.423534	9.704098	1.708980
-3.141593	-1.374447	9.607378	1.612261
-3.141593	-1.325359	9.511598	1.516481
-3.141593	-1.276272	9.416989	1.421872
-3.141593	-1.227185	9.323779	1.328662
-3.141593	-1.178097	9.232192	1.237075
-3.141593	-1.129010	9.142448	1.147331
-3.141593	-1.079922	9.054765	1.059648
-3.141593	-1.030835	8.969353	0.974236
-3.141593	-0.981748	8.886418	0.891301
-3.141593	-0.932660	8.806160	0.811043
-3.141593	-0.883573	8.728772	0.733655
-3.141593	-0.834486	8.654441	0.659323
-3.141593	-0.785398	8.583345	0.588228
-3.141593	-0.736311	8.515656	0.520539
-3.141593	-0.687223	8.451538	0.456420
-3.141593	-0.638136	8.391144	0.396026
-3.141593	-0.589049	8.334619	0.339502
-3.141593	-0.539961	8.282101	0.286984
-3.141593	-0.490874	8.233716	0.238599
-3.141593	-0.441786	8.189580	0.194463
-3.141593	-0.392699	8.149800	0.154682
-3.141593	-0.343612	8.114470	0.119353
-3.141593	-0.294524	8.083678	0.088561
-3.141593	-0.245437	8.057496	0.062379
-3.141593	-0.196350	8.035988	0.040871
-3.141593	-0.147262	8.019206	0.024088
-3.141593	-0.098175	8.007189	0.012072
-3.141593	-0.049087	7.999968	0.004850
-3.141593	0.000000	7.997559	0.002441
-3.141593	0.049087	7.999968	0.004850
-3.141593	0.098175	8.007189	0.012072
-3.141593	0.147262	8.019206	0.024088
-3.141593	0.196350	8.035988	0.040871
-3.141593	0.245437	8.057496	0.062379
-3.141593	0.294524	8.083678	0.088561
-3.141593	0.343612	8.114470	0.119353
-3.141593	0.392699	8.149800	0.154682
-3.141593	0.441786	8.189580	0.194463
-3.141593	0.490874	8.233716	0.238599
-3.141593	0.539961	8.282101	0.286984
-3.141593	0.589049	8.334619	0.339502
-3.141593	0.638136	8.391144	0.396026
-3.141593	0.687223	8.451538	0.456420
-3.141593	0.736311	8.515656	0.520539
-3.141593	0.785398	8.583345	0.588228
-3.141593	0.834486	8.654441	0.659323
-3.141593	0.883573	8.728772	0.733655
-3.141593	0.932660	8.806160	0.811043
-3.141593	0.981748	8.886418	0.891301
-3.141593	1.030835	8.969353	0.974236
-3.141593	1.079922	9.054765	1.059648
-3.141593	1.129010	9.142448	1.147331
-3.141593	1.178097	9.232192	1.237075
-3.141593	1.227185	9.323779	1.328662
-3.141593	1.276272	9.416989	1.421872
-3.141593	1.325359	9.511598	1.516481
-3.141593	1.374447	9.607378	1.612261
-3.141593	1.423534	9.704098	1.708980
-3.141593	1.472622	9.801524	1.806407
-3.141593	1.521709	9.899423	1.904306
-3.141593	1.570796	9.997559	2.002441
-3.141593	1.619884	10.095694	2.100577
-3.141593	1.668971	10.193593	2.198476
-3.141593	1.718058	10.291020	2.295902
-3.141593	1.767146	10.387739	2.392622
-3.141593	1.816233	10.483519	2.488402
-3.141593	1.865321	10.578128	2.583011
-3.141593	1.914408	10.671338	2.676221
-3.141593	1.963495	10.762925	2.767808
-3.141593	2.012583	10.852669	2.857552
-3.141593	2.061670	10.940352	2.945235
-3.141593	2.110758	11.025764	3.030647
-3.141593	2.159845	11.108699	3.113582
-3.141593	2.208932	11.188957	3.193840
-3.141593	2.258020	11.266345	3.271228
-3.141593	2.307107	11.340677	3.345559
-3.141593	2.356194	11.411772	3.416655
-3.141593	2.405282	11.479461	3.484344
-3.141593	2.454369	11.543580	3.548462
-3.141593	2.503457	11.603974	3.608856
-3.141593	2.552544	11.660498	3.665381
-3.141593	2.601631	11.713016	3.717899
-3.141593	2.650719	11.761401	3.766284
