kx	ky	energy_up	energy_down
-3.141593	1.521709	4.176035	3.627695
-3.141593	1.570796	4.274170	3.725830
-3.141593	1.619884	4.372305	3.823965
-3.141593	1.668971	4.470204	3.921864
-3.141593	1.718058	4.567631	4.019291
-3.141593	1.767146	4.664351	4.116011
-3.141593	1.816233	4.760130	4.211790
-3.141593	1.865321	4.854739	4.306399
-3.141593	1.914408	4.947950	4.399610
-3.141593	1.963495	5.039537	4.491197
-3.141593	2.012583	5.129280	4.580940
-3.141593	2.061670	5.216963	4.668624
-3.141593	2.110758	5.302375	4.754036
-3.141593	2.159845	5.385310	4.836971
-3.141593	2.208932	5.465569	4.917229
-3.141593	2.258020	5.542956	4.994617
-3.141593	2.307107	5.617288	5.068948
-3.141593	2.356194	5.688383	5.140044
-3.141593	2.405282	5.756072	5.207732
-3.141593	2.454369	5.820191	5.271851
-3.141593	2.503457	5.880585	5.332245
-3.141593	2.552544	5.937109	5.388769
-3.141593	2.601631	5.989627	5.441287
-3.141593	2.650719	6.038012	5.489673
-3.141593	2.699806	6.082149	5.533809
-3.141593	2.748894	6.121929	5.573589
-3.141593	2.797981	6.157258	5.608918
-3.141593	2.847068	6.188051	5.639711
-3.141593	2.896156	6.214232	5.665893
-3.141593	2.945243	6.235740	5.687401
-3.141593	2.994330	6.252523	5.704183
-3.141593	3.043418	6.264539	5.716200
-3.141593	3.092505	6.271761	5.723421
-3.092505	-3.141593	6.271761	5.723421
-3.092505	-3.092505	6.269352	5.721012
-3.092505	-3.043418	6.262130	5.713790
-3.092505	-2.994330	6.250114	5.701774
-3.092505	-2.945243	6.233331	5.684992
-3.092505	-2.896156	6.211823	5.663483
-3.092505	-2.847068	6.185642	5.637302
-3.092505	-2.797981	6.154849	5.606509
-3.092505	-2.748894	6.119520	5.571180
-3.092505	-2.699806	6.079739	5.531400
-3.092505	-2.650719	6.035603	5.487264
-3.092505	-2.601631	5.987218	5.438878
-3.092505	-2.552544	5.934700	5.386360
-3.092505	-2.503457	5.878176	5.329836
-3.092505	-2.454369	5.817782	5.269442
-3.092505	-2.405282	5.753663	5.205323
-3.092505	-2.356194	5.685974	5.137635
-3.092505	-2.307107	5.614879	5.066539
-3.092505	-2.258020	5.540547	4.992208
-3.092505	-2.208932	5.463159	4.914820
-3.092505	-2.159845	5.382901	4.834561
-3.092505	-2.110758	5.299966	4.751626
-3.092505	-2.061670	5.214554	4.666214
-3.092505	-2.012583	5.126871	4.578531
-3.092505	-1.963495	5.037128	4.488788
-3.092505	-1.914408	4.945541	4.397201
-3.092505	-1.865321	4.852330	4.303990
-3.092505	-1.816233	4.757721	4.209381
-3.092505	-1.767146	4.661941	4.113602
-3.092505	-1.718058	4.565222	4.016882
-3.092505	-1.668971	4.467795	3.919455
-3.092505	-1.619884	4.369896	3.821556
-3.092505	-1.570796	4.271761	3.723421
-3.092505	-1.521709	4.173625	3.625286
-3.092505	-1.472622	4.075727	3.527387
-3.092505	-1.423534	3.978300	3.429960
-3.092505	-1.374447	3.881580	3.333240
-3.092505	-1.325359	3.785800	3.237461
-3.092505	-1.276272	3.691191	3.142852
-3.092505	-1.227185	3.597981	3.049641
-3.092505	-1.178097	3.506394	2.958054
-3.092505	-1.129010	3.416651	2.868311
-3.092505	-1.079922	3.328967	2.780628
-3.092505	-1.030835	3.243555	2.695216
-3.092505	-0.981748	3.160620	2.612281
-3.092505	-0.932660	3.080362	2.532022
-3.092505	-0.883573	3.002974	2.454634
-3.092505	-0.834486	2.928643	2.380303
-3.092505	-0.785398	2.857547	2.309207
-3.092505	-0.736311	2.789859	2.241519
-3.092505	-0.687223	2.725740	2.177400
-3.092505	-0.638136	2.665346	2.117006
-3.092505	-0.589049	2.608822	2.060482
-3.092505	-0.539961	2.556304	2.007964
-3.092505	-0.490874	2.507918	1.959578
-3.092505	-0.441786	2.463782	1.915442
-3.092505	-0.392699	2.424002	1.875662
-3.092505	-0.343612	2.388673	1.840333
-3.092505	-0.294524	2.357880	1.809540
-3.092505	-0.245437	2.331698	1.783358
-3.092505	-0.196350	2.310190	1.761850
-3.092505	-0.147262	2.293408	1.745068
-3.092505	-0.098175	2.281391	1.733052
-3.092505	-0.049087	2.274170	1.725830
-3.092505	0.000000	2.271761	1.723421
-3.092505	0.049087	2.274170	1.725830
-3.092505	0.098175	2.281391	1.733052
-3.092505	0.147262	2.293408	1.745068
-3.092505	0.196350	2.310190	1.761850
-3.092505	0.245437	2.331698	1.783358
-3.092505	0.294524	2.357880	1.809540
-3.092505	0.343612	2.388673	1.840333
-3.092505	0.392699	2.424002	1.875662
-3.092505	0.441786	2.463782	1.915442
-3.092505	0.490874	2.507918	1.959578
-3.092505	0.539961	2.556304	2.007964
-3.092505	0.589049	2.608822	2.060482
-3.092505	0.638136	2.665346	2.117006
-3.092505	0.687223	2.725740	2.177400
-3.092505	0.736311	2.789859	2.241519
-3.092505	0.785398	2.857547	2.309207
-3.092505	0.834486	2.928643	2.380303
-3.092505	0.883573	3.002974	2.454634
-3.092505	0.932660	3.080362	2.532022
-3.092505	0.981748	3.160620	2.612281
-3.092505	1.030835	3.243555	2.695216
-3.092505	1.079922	3.328967	2.780628
-3.092505	1.129010	3.416651	2.868311
-3.092505	1.178097	3.506394	2.958054
-3.092505	1.227185	3.597981	3.049641
-3.092505	1.276272	3.691191	3.142852
-3.092505	1.325359	3.785800	3.237461
-3.092505	1.374447	3.881580	3.333240
-3.092505	1.423534	3.978300	3.429960
-3.092505	1.472622	4.075727	3.527387
-3.092505	1.521709	4.173625	3.625286
-3.092505	1.570796	4.271761	3.723421
-3.092505	1.619884	4.369896	3.821556
-3.092505	1.668971	4.467795	3.919455
-3.092505	1.718058	4.565222	4.016882
-3.092505	1.767146	4.661941	4.113602
-3.092505	1.816233	4.757721	4.209381
-3.092505	1.865321	4.852330	4.303990
-3.092505	1.914408	4.945541	4.397201
-3.092505	1.963495	5.037128	4.488788
-3.092505	2.012583	5.126871	4.578531
-3.092505	2.061670	5.214554	4.666214
-3.092505	2.110758	5.299966	4.751626
-3.092505	2.159845	5.382901	4.834561
-3.092505	2.208932	5.463159	4.914820
-3.092505	2.258020	5.540547	4.992208
-3.092505	2.307107	5.614879	5.066539
-3.092505	2.356194	5.685974	5.137635
-3.092505	2.405282	5.753663	5.205323
-3.092505	2.454369	5.817782	5.269442
-3.092505	2.503457	5.878176	5.329836
-3.092505	2.552544	5.934700	5.386360
-3.092505	2.601631	5.987218	5.438878
-3.092505	2.650719	6.035603	5.487264
-3.092505	2.699806	6.079739	5.531400
-3.092505	2.748894	6.119520	5.571180
-3.092505	2.797981	6.154849	5.606509
-3.092505	2.847068	6.185642	5.637302
-3.092505	2.896156	6.211823	5.663483
-3.092505	2.945243	6.233331	5.684992
-3.092505	2.994330	6.250114	5.701774
-3.092505	3.043418	6.262130	5.713790
-3.092505	3.092505	6.269352	5.721012
-3.043418	-3.141593	6.264539	5.716200
-3.043418	-3.092505	6.262130	5.713790
-3.043418	-3.043418	6.254909	5.706569
-3.043418	-2.994330	6.242892	5.694553
-3.043418	-2.945243	6.226110	5.677770
-3.043418	-2.896156	6.204602	5.656262
-3.043418	-2.847068	6.178420	5.630080
-3.043418	-2.797981	6.147628	5.599288
-3.043418	-2.748894	6.112298	5.563959
-3.043418	-2.699806	6.072518	5.524178
-3.043418	-2.650719	6.028382	5.480042
-3.043418	-2.601631	5.979997	5.431657
-3.043418	-2.552544	5.927479	5.379139
-3.043418	-2.503457	5.870954	5.322615
-3.043418	-2.454369	5.810560	5.262220
-3.043418	-2.405282	5.746442	5.198102
-3.043418	-2.356194	5.678753	5.130413
-3.043418	-2.307107	5.607657	5.059317
-3.043418	-2.258020	5.533326	4.984986
-3.043418	-2.208932	5.455938	4.907598
-3.043418	-2.159845	5.375680	4.827340
-3.043418	-2.110758	5.292745	4.744405
-3.043418	-2.061670	5.207333	4.658993
-3.043418	-2.012583	5.119650	4.571310
-3.043418	-1.963495	5.029906	4.481566
-3.043418	-1.914408	4.938319	4.389979
-3.043418	-1.865321	4.845109	4.296769
-3.043418	-1.816233	4.750500	4.202160
-3.043418	-1.767146	4.654720	4.106380
-3.043418	-1.718058	4.558000	4.009660
-3.043418	-1.668971	4.460574	3.912234
-3.043418	-1.619884	4.362675	3.814335
-3.043418	-1.570796	4.264539	3.716200
-3.043418	-1.521709	4.166404	3.618064
-3.043418	-1.472622	4.068505	3.520165
-3.043418	-1.423534	3.971078	3.422739
-3.043418	-1.374447	3.874359	3.326019
-3.043418	-1.325359	3.778579	3.230239
-3.043418	-1.276272	3.683970	3.135630
-3.043418	-1.227185	3.590760	3.042420
-3.043418	-1.178097	3.499173	2.950833
-3.043418	-1.129010	3.409429	2.861089
-3.043418	-1.079922	3.321746	2.773406
-3.043418	-1.030835	3.236334	2.687994
-3.043418	-0.981748	3.153399	2.605059
-3.043418	-0.932660	3.073141	2.524801
-3.043418	-0.883573	2.995753	2.447413
-3.043418	-0.834486	2.921421	2.373082
-3.043418	-0.785398	2.850326	2.301986
-3.043418	-0.736311	2.782637	2.234297
-3.043418	-0.687223	2.718518	2.170179
-3.043418	-0.638136	2.658124	2.109784
-3.043418	-0.589049	2.601600	2.053260
-3.043418	-0.539961	2.549082	2.000742
-3.043418	-0.490874	2.500697	1.952357
-3.043418	-0.441786	2.456561	1.908221
-3.043418	-0.392699	2.416780	1.868440
-3.043418	-0.343612	2.381451	1.833111
-3.043418	-0.294524	2.350659	1.802319
-3.043418	-0.245437	2.324477	1.776137
-3.043418	-0.196350	2.302969	1.754629
-3.043418	-0.147262	2.286186	1.737847
-3.043418	-0.098175	2.274170	1.725830
-3.043418	-0.049087	2.266948	1.718609
-3.043418	0.000000	2.264539	1.716200
-3.043418	0.049087	2.266948	1.718609
-3.043418	0.098175	2.274170	1.725830
-3.043418	0.147262	2.286186	1.737847
-3.043418	0.196350	2.302969	1.754629
-3.043418	0.245437	2.324477	1.776137
-3.043418	0.294524	2.350659	1.802319
-3.043418	0.343612	2.381451	1.833111
-3.043418	0.392699	2.416780	1.868440
-3.043418	0.441786	2.456561	1.908221
-3.043418	0.490874	2.500697	1.952357
-3.043418	0.539961	2.549082	2.000742
-3.043418	0.589049	2.601600	2.053260
-3.043418	0.638136	2.658124	2.109784
-3.043418	0.687223	2.718518	2.170179
-3.043418	0.736311	2.782637	2.234297
-3.043418	0.785398	2.850326	2.301986
-3.043418	0.834486	2.921421	2.373082
-3.043418	0.883573	2.995753	2.447413
-3.043418	0.932660	3.073141	2.524801
-3.043418	0.981748	3.153399	2.605059
-3.043418	1.030835	3.236334	2.687994
-3.043418	1.079922	3.321746	2.773406
-3.043418	1.129010	3.409429	2.861089
-3.043418	1.178097	3.499173	2.950833
-3.043418	1.227185	3.590760	3.042420
-3.043418	1.276272	3.683970	3.135630
-3.043418	1.325359	3.778579	3.230239
-3.043418	1.374447	3.874359	3.326019
-3.043418	1.423534	3.971078	3.422739
-3.043418	1.472622	4.068505	3.520165
-3.043418	1.521709	4.166404	3.618064
-3.043418	1.570796	4.264539	3.716200
-3.043418	1.619884	4.362675	3.814335
-3.043418	1.668971	4.460574	3.912234
-3.043418	1.718058	4.558000	4.009660
-3.043418	1.767146	4.654720	4.106380
-3.043418	1.816233	4.750500	4.202160
-3.043418	1.865321	4.845109	4.296769
-3.043418	1.914408	4.938319	4.389979
-3.043418	1.963495	5.029906	4.481566
-3.043418	2.012583	5.119650	4.571310
-3.043418	2.061670	5.207333	4.658993
-3.043418	2.110758	5.292745	4.744405
-3.043418	2.159845	5.375680	4.827340
-3.043418	2.208932	5.455938	4.907598
-3.043418	2.258020	5.533326	4.984986
-3.043418	2.307107	5.607657	5.059317
-3.043418	2.356194	5.678753	5.130413
-3.043418	2.405282	5.746442	5.198102
-3.043418	2.454369	5.810560	5.262220
-3.043418	2.503457	5.870954	5.322615
-3.043418	2.552544	5.927479	5.379139
-3.043418	2.601631	5.979997	5.431657
-3.043418	2.650719	6.028382	5.480042
-3.043418	2.699806	6.072518	5.524178
-3.043418	2.748894	6.112298	5.563959
-3.043418	2.797981	6.147628	5.599288
-3.043418	2.847068	6.178420	5.630080
-3.043418	2.896156	6.204602	5.656262
-3.043418	2.945243	6.226110	5.677770
-3.043418	2.994330	6.242892	5.694553
-3.043418	3.043418	6.254909	5.706569
-3.043418	3.092505	6.262130	5.713790
-2.994330	-3.141593	6.252523	5.704183
-2.994330	-3.092505	6.250114	5.701774
-2.994330	-3.043418	6.242892	5.694553
-2.994330	-2.994330	6.230876	5.682536
-2.994330	-2.945243	6.214094	5.665754
-2.994330	-2.896156	6.192585	5.644246
-2.994330	-2.847068	6.166404	5.618064
-2.994330	-2.797981	6.135611	5.587271
-2.994330	-2.748894	6.100282	5.551942
-2.994330	-2.699806	6.060502	5.512162
-2.994330	-2.650719	6.016365	5.468026
-2.994330	-2.601631	5.967980	5.419640
-2.994330	-2.552544	5.915462	5.367122
-2.994330	-2.503457	5.858938	5.310598
-2.994330	-2.454369	5.798544	5.250204
-2.994330	-2.405282	5.734425	5.186085
-2.994330	-2.356194	5.666737	5.118397
-2.994330	-2.307107	5.595641	5.047301
-2.994330	-2.258020	5.521310	4.972970
-2.994330	-2.208932	5.443922	4.895582
-2.994330	-2.159845	5.363663	4.815324
-2.994330	-2.110758	5.280728	4.732389
-2.994330	-2.061670	5.195316	4.646977
-2.994330	-2.012583	5.107633	4.559293
-2.994330	-1.963495	5.017890	4.469550
-2.994330	-1.914408	4.926303	4.377963
-2.994330	-1.865321	4.833092	4.284752
-2.994330	-1.816233	4.738483	4.190143
-2.994330	-1.767146	4.642704	4.094364
-2.994330	-1.718058	4.545984	3.997644
-2.994330	-1.668971	4.448557	3.900217
-2.994330	-1.619884	4.350658	3.802318
-2.994330	-1.570796	4.252523	3.704183
-2.994330	-1.521709	4.154388	3.606048
-2.994330	-1.472622	4.056489	3.508149
-2.994330	-1.423534	3.959062	3.410722
-2.994330	-1.374447	3.862342	3.314002
-2.994330	-1.325359	3.766563	3.218223
-2.994330	-1.276272	3.671954	3.123614
-2.994330	-1.227185	3.578743	3.030403
-2.994330	-1.178097	3.487156	2.938816
-2.994330	-1.129010	3.397413	2.849073
-2.994330	-1.079922	3.309729	2.761390
-2.994330	-1.030835	3.224317	2.675978
-2.994330	-0.981748	3.141382	2.593043
-2.994330	-0.932660	3.061124	2.512784
-2.994330	-0.883573	2.983736	2.435397
-2.994330	-0.834486	2.909405	2.361065
-2.994330	-0.785398	2.838309	2.289970
-2.994330	-0.736311	2.770621	2.222281
-2.994330	-0.687223	2.706502	2.158162
-2.994330	-0.638136	2.646108	2.097768
-2.994330	-0.589049	2.589584	2.041244
-2.994330	-0.539961	2.537066	1.988726
-2.994330	-0.490874	2.488680	1.940341
-2.994330	-0.441786	2.444544	1.896205
-2.994330	-0.392699	2.404764	1.856424
-2.994330	-0.343612	2.369435	1.821095
-2.994330	-0.294524	2.338642	1.790302
-2.994330	-0.245437	2.312460	1.764121
-2.994330	-0.196350	2.290952	1.742613
-2.994330	-0.147262	2.274170	1.725830
-2.994330	-0.098175	2.262153	1.713814
-2.994330	-0.049087	2.254932	1.706592
-2.994330	0.000000	2.252523	1.704183
-2.994330	0.049087	2.254932	1.706592
-2.994330	0.098175	2.262153	1.713814
-2.994330	0.147262	2.274170	1.725830
-2.994330	0.196350	2.290952	1.742613
-2.994330	0.245437	2.312460	1.764121
-2.994330	0.294524	2.338642	1.790302
-2.994330	0.343612	2.369435	1.821095
-2.994330	0.392699	2.404764	1.856424
-2.994330	0.441786	2.444544	1.896205
-2.994330	0.490874	2.488680	1.940341
-2.994330	0.539961	2.537066	1.988726
-2.994330	0.589049	2.589584	2.041244
-2.994330	0.638136	2.646108	2.097768
-2.994330	0.687223	2.706502	2.158162
-2.994330	0.736311	2.770621	2.222281
-2.994330	0.785398	2.838309	2.289970
-2.994330	0.834486	2.909405	2.361065
-2.994330	0.883573	2.983736	2.435397
-2.994330	0.932660	3.061124	2.512784
-2.994330	0.981748	3.141382	2.593043
-2.994330	1.030835	3.224317	2.675978
-2.994330	1.079922	3.309729	2.761390
-2.994330	1.129010	3.397413	2.849073
-2.994330	1.178097	3.487156	2.938816
-2.994330	1.227185	3.578743	3.030403
-2.994330	1.276272	3.671954	3.123614
-2.994330	1.325359	3.766563	3.218223
-2.994330	1.374447	3.862342	3.314002
-2.994330	1.423534	3.959062	3.410722
-2.994330	1.472622	4.056489	3.508149
-2.994330	1.521709	4.154388	3.606048
-2.994330	1.570796	4.252523	3.704183
-2.994330	1.619884	4.350658	3.802318
-2.994330	1.668971	4.448557	3.900217
-2.994330	1.718058	4.545984	3.997644
-2.994330	1.767146	4.642704	4.094364
-2.994330	1.816233	4.738483	4.190143
-2.994330	1.865321	4.833092	4.284752
-2.994330	1.914408	4.926303	4.377963
-2.994330	1.963495	5.017890	4.469550
-2.994330	2.012583	5.107633	4.559293
-2.994330	2.061670	5.195316	4.646977
-2.994330	2.110758	5.280728	4.732389
-2.994330	2.159845	5.363663	4.815324
-2.994330	2.208932	5.443922	4.895582
-2.994330	2.258020	5.521310	4.972970
-2.994330	2.307107	5.595641	5.047301
-2.994330	2.356194	5.666737	5.118397
-2.994330	2.405282	5.734425	5.186085
-2.994330	2.454369	5.798544	5.250204
-2.994330	2.503457	5.858938	5.310598
-2.994330	2.552544	5.915462	5.367122
-2.994330	2.601631	5.967980	5.419640
-2.994330	2.650719	6.016365	5.468026
-2.994330	2.699806	6.060502	5.512162
-2.994330	2.748894	6.100282	5.551942
-2.994330	2.797981	6.135611	5.587271
-2.994330	2.847068	6.166404	5.618064
-2.994330	2.896156	6.192585	5.644246
-2.994330	2.945243	6.214094	5.665754
-2.994330	2.994330	6.230876	5.682536
-2.994330	3.043418	6.242892	5.694553
-2.994330	3.092505	6.250114	5.701774
-2.945243	-3.141593	6.235740	5.687401
-2.945243	-3.092505	6.233331	5.684992
-2.945243	-3.043418	6.226110	5.677770
-2.945243	-2.994330	6.214094	5.665754
-2.945243	-2.945243	6.197311	5.648971
-2.945243	-2.896156	6.175803	5.627463
-2.945243	-2.847068	6.149621	5.601281
-2.945243	-2.797981	6.118829	5.570489
-2.945243	-2.748894	6.083500	5.535160
-2.945243	-2.699806	6.043719	5.495379
-2.945243	-2.650719	5.999583	5.451243
-2.945243	-2.601631	5.951198	5.402858
-2.945243	-2.552544	5.898680	5.350340
-2.945243	-2.503457	5.842156	5.293816
-2.945243	-2.454369	5.781761	5.233422
-2.945243	-2.405282	5.717643	5.169303
-2.945243	-2.356194	5.649954	5.101614
-2.945243	-2.307107	5.578858	5.030519
-2.945243	-2.258020	5.504527	4.956187
-2.945243	-2.208932	5.427139	4.878799
-2.945243	-2.159845	5.346881	4.798541
-2.945243	-2.110758	5.263946	4.715606
-2.945243	-2.061670	5.178534	4.630194
-2.945243	-2.012583	5.090851	4.542511
-2.945243	-1.963495	5.001107	4.452768
-2.945243	-1.914408	4.909520	4.361180
-2.945243	-1.865321	4.816310	4.267970
-2.945243	-1.816233	4.721701	4.173361
-2.945243	-1.767146	4.625921	4.077581
-2.945243	-1.718058	4.529201	3.980862
-2.945243	-1.668971	4.431775	3.883435
-2.945243	-1.619884	4.333876	3.785536
-2.945243	-1.570796	4.235740	3.687401
-2.945243	-1.521709	4.137605	3.589265
-2.945243	-1.472622	4.039706	3.491366
-2.945243	-1.423534	3.942280	3.393940
-2.945243	-1.374447	3.845560	3.297220
-2.945243	-1.325359	3.749780	3.201440
-2.945243	-1.276272	3.655171	3.106831
-2.945243	-1.227185	3.561961	3.013621
-2.945243	-1.178097	3.470374	2.922034
-2.945243	-1.129010	3.380630	2.832290
-2.945243	-1.079922	3.292947	2.744607
-2.945243	-1.030835	3.207535	2.659195
-2.945243	-0.981748	3.124600	2.576260
-2.945243	-0.932660	3.044342	2.496002
-2.945243	-0.883573	2.966954	2.418614
-2.945243	-0.834486	2.892623	2.344283
-2.945243	-0.785398	2.821527	2.273187
-2.945243	-0.736311	2.753838	2.205498
-2.945243	-0.687223	2.689720	2.141380
-2.945243	-0.638136	2.629325	2.080986
-2.945243	-0.589049	2.572801	2.024461
-2.945243	-0.539961	2.520283	1.971943
-2.945243	-0.490874	2.471898	1.923558
-2.945243	-0.441786	2.427762	1.879422
-2.945243	-0.392699	2.387981	1.839642
-2.945243	-0.343612	2.352652	1.804313
-2.945243	-0.294524	2.321860	1.773520
-2.945243	-0.245437	2.295678	1.747338
-2.945243	-0.196350	2.274170	1.725830
-2.945243	-0.147262	2.257387	1.709048
-2.945243	-0.098175	2.245371	1.697031
-2.945243	-0.049087	2.238150	1.689810
-2.945243	0.000000	2.235740	1.687401
-2.945243	0.049087	2.238150	1.689810
-2.945243	0.098175	2.245371	1.697031
-2.945243	0.147262	2.257387	1.709048
-2.945243	0.196350	2.274170	1.725830
-2.945243	0.245437	2.295678	1.747338
-2.945243	0.294524	2.321860	1.773520
-2.945243	0.343612	2.352652	1.804313
-2.945243	0.392699	2.387981	1.839642
-2.945243	0.441786	2.427762	1.879422
-2.945243	0.490874	2.471898	1.923558
-2.945243	0.539961	2.520283	1.971943
-2.945243	0.589049	2.572801	2.024461
-2.945243	0.638136	2.629325	2.080986
-2.945243	0.687223	2.689720	2.141380
-2.945243	0.736311	2.753838	2.205498
-2.945243	0.785398	2.821527	2.273187
-2.945243	0.834486	2.892623	2.344283
-2.945243	0.883573	2.966954	2.418614
-2.945243	0.932660	3.044342	2.496002
-2.945243	0.981748	3.124600	2.576260
-2.945243	1.030835	3.207535	2.659195
-2.945243	1.079922	3.292947	2.744607
-2.945243	1.129010	3.380630	2.832290
-2.945243	1.178097	3.470374	2.922034
-2.945243	1.227185	3.561961	3.013621
-2.945243	1.276272	3.655171	3.106831
-2.945243	1.325359	3.749780	3.201440
-2.945243	1.374447	3.845560	3.297220
-2.945243	1.423534	3.942280	3.393940
-2.945243	1.472622	4.039706	3.491366
-2.945243	1.521709	4.137605	3.589265
-2.945243	1.570796	4.235740	3.687401
-2.945243	1.619884	4.333876	3.785536
-2.945243	1.668971	4.431775	3.883435
-2.945243	1.718058	4.529201	3.980862
-2.945243	1.767146	4.625921	4.077581
-2.945243	1.816233	4.721701	4.173361
-2.945243	1.865321	4.816310	4.267970
-2.945243	1.914408	4.909520	4.361180
-2.945243	1.963495	5.001107	4.452768
-2.945243	2.012583	5.090851	4.542511
-2.945243	2.061670	5.178534	4.630194
-2.945243	2.110758	5.263946	4.715606
-2.945243	2.159845	5.346881	4.798541
-2.945243	2.208932	5.427139	4.878799
-2.945243	2.258020	5.504527	4.956187
-2.945243	2.307107	5.578858	5.030519
-2.945243	2.356194	5.649954	5.101614
-2.945243	2.405282	5.717643	5.169303
-2.945243	2.454369	5.781761	5.233422
-2.945243	2.503457	5.842156	5.293816
-2.945243	2.552544	5.898680	5.350340
-2.945243	2.601631	5.951198	5.402858
-2.945243	2.650719	5.999583	5.451243
-2.945243	2.699806	6.043719	5.495379
-2.945243	2.748894	6.083500	5.535160
-2.945243	2.797981	6.118829	5.570489
-2.945243	2.847068	6.149621	5.601281
-2.945243	2.896156	6.175803	5.627463
-2.945243	2.945243	6.197311	5.648971
-2.945243	2.994330	6.214094	5.665754
-2.945243	3.043418	6.226110	5.677770
-2.945243	3.092505	6.233331	5.684992
-2.896156	-3.141593	6.214232	5.665893
-2.896156	-3.092505	6.211823	5.663483
-2.896156	-3.043418	6.204602	5.656262
-2.896156	-2.994330	6.192585	5.644246
-2.896156	-2.945243	6.175803	5.627463
-2.896156	-2.896156	6.154295	5.605955
-2.896156	-2.847068	6.128113	5.579773
-2.896156	-2.797981	6.097321	5.548981
-2.896156	-2.748894	6.061991	5.513652
