kx	ky	energy_up	energy_down
-3.092505	2.601631	8.367955	5.058141
-3.092505	2.650719	8.416341	5.106526
-3.092505	2.699806	8.460477	5.150662
-3.092505	2.748894	8.500257	5.190443
-3.092505	2.797981	8.535586	5.225772
-3.092505	2.847068	8.566379	5.256564
-3.092505	2.896156	8.592561	5.282746
-3.092505	2.945243	8.614069	5.304254
-3.092505	2.994330	8.630851	5.321037
-3.092505	3.043418	8.642868	5.333053
-3.092505	3.092505	8.650089	5.340275
-3.043418	-3.141593	8.645277	5.335462
-3.043418	-3.092505	8.642868	5.333053
-3.043418	-3.043418	8.635646	5.325832
-3.043418	-2.994330	8.623630	5.313815
-3.043418	-2.945243	8.606847	5.297033
-3.043418	-2.896156	8.585339	5.275525
-3.043418	-2.847068	8.559157	5.249343
-3.043418	-2.797981	8.528365	5.218550
-3.043418	-2.748894	8.493036	5.183221
-3.043418	-2.699806	8.453255	5.143441
-3.043418	-2.650719	8.409119	5.099305
-3.043418	-2.601631	8.360734	5.050919
-3.043418	-2.552544	8.308216	4.998401
-3.043418	-2.503457	8.251692	4.941877
-3.043418	-2.454369	8.191298	4.881483
-3.043418	-2.405282	8.127179	4.817364
-3.043418	-2.356194	8.059490	4.749676
-3.043418	-2.307107	7.988395	4.678580
-3.043418	-2.258020	7.914063	4.604249
-3.043418	-2.208932	7.836675	4.526861
-3.043418	-2.159845	7.756417	4.446603
-3.043418	-2.110758	7.673482	4.363668
-3.043418	-2.061670	7.588070	4.278256
-3.043418	-2.012583	7.500387	4.190572
-3.043418	-1.963495	7.410644	4.100829
-3.043418	-1.914408	7.319056	4.009242
-3.043418	-1.865321	7.225846	3.916032
-3.043418	-1.816233	7.131237	3.821423
-3.043418	-1.767146	7.035457	3.725643
-3.043418	-1.718058	6.938738	3.628923
-3.043418	-1.668971	6.841311	3.531497
-3.043418	-1.619884	6.743412	3.433598
-3.043418	-1.570796	6.645277	3.335462
-3.043418	-1.521709	6.547141	3.237327
-3.043418	-1.472622	6.449242	3.139428
-3.043418	-1.423534	6.351816	3.042001
-3.043418	-1.374447	6.255096	2.945282
-3.043418	-1.325359	6.159316	2.849502
-3.043418	-1.276272	6.064707	2.754893
-3.043418	-1.227185	5.971497	2.661683
-3.043418	-1.178097	5.879910	2.570095
-3.043418	-1.129010	5.790166	2.480352
-3.043418	-1.079922	5.702483	2.392669
-3.043418	-1.030835	5.617071	2.307257
-3.043418	-0.981748	5.534136	2.224322
-3.043418	-0.932660	5.453878	2.144064
-3.043418	-0.883573	5.376490	2.066676
-3.043418	-0.834486	5.302159	1.992344
-3.043418	-0.785398	5.231063	1.921249
-3.043418	-0.736311	5.163374	1.853560
-3.043418	-0.687223	5.099256	1.789441
-3.043418	-0.638136	5.038862	1.729047
-3.043418	-0.589049	4.982337	1.672523
-3.043418	-0.539961	4.929819	1.620005
-3.043418	-0.490874	4.881434	1.571620
-3.043418	-0.441786	4.837298	1.527484
-3.043418	-0.392699	4.797518	1.487703
-3.043418	-0.343612	4.762189	1.452374
-3.043418	-0.294524	4.731396	1.421582
-3.043418	-0.245437	4.705214	1.395400
-3.043418	-0.196350	4.683706	1.373892
-3.043418	-0.147262	4.666924	1.357109
-3.043418	-0.098175	4.654907	1.345093
-3.043418	-0.049087	4.647686	1.337871
-3.043418	0.000000	4.645277	1.335462
-3.043418	0.049087	4.647686	1.337871
-3.043418	0.098175	4.654907	1.345093
-3.043418	0.147262	4.666924	1.357109
-3.043418	0.196350	4.683706	1.373892
-3.043418	0.245437	4.705214	1.395400
-3.043418	0.294524	4.731396	1.421582
-3.043418	0.343612	4.762189	1.452374
-3.043418	0.392699	4.797518	1.487703
-3.043418	0.441786	4.837298	1.527484
-3.043418	0.490874	4.881434	1.571620
-3.043418	0.539961	4.929819	1.620005
-3.043418	0.589049	4.982337	1.672523
-3.043418	0.638136	5.038862	1.729047
-3.043418	0.687223	5.099256	1.789441
-3.043418	0.736311	5.163374	1.853560
-3.043418	0.785398	5.231063	1.921249
-3.043418	0.834486	5.302159	1.992344
-3.043418	0.883573	5.376490	2.066676
-3.043418	0.932660	5.453878	2.144064
-3.043418	0.981748	5.534136	2.224322
-3.043418	1.030835	5.617071	2.307257
-3.043418	1.079922	5.702483	2.392669
-3.043418	1.129010	5.790166	2.480352
-3.043418	1.178097	5.879910	2.570095
-3.043418	1.227185	5.971497	2.661683
-3.043418	1.276272	6.064707	2.754893
-3.043418	1.325359	6.159316	2.849502
-3.043418	1.374447	6.255096	2.945282
-3.043418	1.423534	6.351816	3.042001
-3.043418	1.472622	6.449242	3.139428
-3.043418	1.521709	6.547141	3.237327
-3.043418	1.570796	6.645277	3.335462
-3.043418	1.619884	6.743412	3.433598
-3.043418	1.668971	6.841311	3.531497
-3.043418	1.718058	6.938738	3.628923
-3.043418	1.767146	7.035457	3.725643
-3.043418	1.816233	7.131237	3.821423
-3.043418	1.865321	7.225846	3.916032
-3.043418	1.914408	7.319056	4.009242
-3.043418	1.963495	7.410644	4.100829
-3.043418	2.012583	7.500387	4.190572
-3.043418	2.061670	7.588070	4.278256
-3.043418	2.110758	7.673482	4.363668
-3.043418	2.159845	7.756417	4.446603
-3.043418	2.208932	7.836675	4.526861
-3.043418	2.258020	7.914063	4.604249
-3.043418	2.307107	7.988395	4.678580
-3.043418	2.356194	8.059490	4.749676
-3.043418	2.405282	8.127179	4.817364
-3.043418	2.454369	8.191298	4.881483
-3.043418	2.503457	8.251692	4.941877
-3.043418	2.552544	8.308216	4.998401
-3.043418	2.601631	8.360734	5.050919
-3.043418	2.650719	8.409119	5.099305
-3.043418	2.699806	8.453255	5.143441
-3.043418	2.748894	8.493036	5.183221
-3.043418	2.797981	8.528365	5.218550
-3.043418	2.847068	8.559157	5.249343
-3.043418	2.896156	8.585339	5.275525
-3.043418	2.945243	8.606847	5.297033
-3.043418	2.994330	8.623630	5.313815
-3.043418	3.043418	8.635646	5.325832
-3.043418	3.092505	8.642868	5.333053
-2.994330	-3.141593	8.633260	5.323446
-2.994330	-3.092505	8.630851	5.321037
-2.994330	-3.043418	8.623630	5.313815
-2.994330	-2.994330	8.611613	5.301799
-2.994330	-2.945243	8.594831	5.285016
-2.994330	-2.896156	8.573323	5.263508
-2.994330	-2.847068	8.547141	5.237326
-2.994330	-2.797981	8.516348	5.206534
-2.994330	-2.748894	8.481019	5.171205
-2.994330	-2.699806	8.441239	5.131424
-2.994330	-2.650719	8.397103	5.087288
-2.994330	-2.601631	8.348717	5.038903
-2.994330	-2.552544	8.296199	4.986385
-2.994330	-2.503457	8.239675	4.929861
-2.994330	-2.454369	8.179281	4.869467
-2.994330	-2.405282	8.115162	4.805348
-2.994330	-2.356194	8.047474	4.737659
-2.994330	-2.307107	7.976378	4.666564
-2.994330	-2.258020	7.902047	4.592232
-2.994330	-2.208932	7.824659	4.514844
-2.994330	-2.159845	7.744401	4.434586
-2.994330	-2.110758	7.661466	4.351651
-2.994330	-2.061670	7.576054	4.266239
-2.994330	-2.012583	7.488370	4.178556
-2.994330	-1.963495	7.398627	4.088813
-2.994330	-1.914408	7.307040	3.997226
-2.994330	-1.865321	7.213830	3.904015
-2.994330	-1.816233	7.119221	3.809406
-2.994330	-1.767146	7.023441	3.713626
-2.994330	-1.718058	6.926721	3.616907
-2.994330	-1.668971	6.829295	3.519480
-2.994330	-1.619884	6.731396	3.421581
-2.994330	-1.570796	6.633260	3.323446
-2.994330	-1.521709	6.535125	3.225310
-2.994330	-1.472622	6.437226	3.127412
-2.994330	-1.423534	6.339799	3.029985
-2.994330	-1.374447	6.243080	2.933265
-2.994330	-1.325359	6.147300	2.837485
-2.994330	-1.276272	6.052691	2.742876
-2.994330	-1.227185	5.959481	2.649666
-2.994330	-1.178097	5.867893	2.558079
-2.994330	-1.129010	5.778150	2.468336
-2.994330	-1.079922	5.690467	2.380652
-2.994330	-1.030835	5.605055	2.295240
-2.994330	-0.981748	5.522120	2.212305
-2.994330	-0.932660	5.441862	2.132047
-2.994330	-0.883573	5.364474	2.054659
-2.994330	-0.834486	5.290142	1.980328
-2.994330	-0.785398	5.219047	1.909232
-2.994330	-0.736311	5.151358	1.841544
-2.994330	-0.687223	5.087239	1.777425
-2.994330	-0.638136	5.026845	1.717031
-2.994330	-0.589049	4.970321	1.660507
-2.994330	-0.539961	4.917803	1.607989
-2.994330	-0.490874	4.869418	1.559603
-2.994330	-0.441786	4.825282	1.515467
-2.994330	-0.392699	4.785501	1.475687
-2.994330	-0.343612	4.750172	1.440358
-2.994330	-0.294524	4.719380	1.409565
-2.994330	-0.245437	4.693198	1.383383
-2.994330	-0.196350	4.671690	1.361875
-2.994330	-0.147262	4.654907	1.345093
-2.994330	-0.098175	4.642891	1.333076
-2.994330	-0.049087	4.635669	1.325855
-2.994330	0.000000	4.633260	1.323446
-2.994330	0.049087	4.635669	1.325855
-2.994330	0.098175	4.642891	1.333076
-2.994330	0.147262	4.654907	1.345093
-2.994330	0.196350	4.671690	1.361875
-2.994330	0.245437	4.693198	1.383383
-2.994330	0.294524	4.719380	1.409565
-2.994330	0.343612	4.750172	1.440358
-2.994330	0.392699	4.785501	1.475687
-2.994330	0.441786	4.825282	1.515467
-2.994330	0.490874	4.869418	1.559603
-2.994330	0.539961	4.917803	1.607989
-2.994330	0.589049	4.970321	1.660507
-2.994330	0.638136	5.026845	1.717031
-2.994330	0.687223	5.087239	1.777425
-2.994330	0.736311	5.151358	1.841544
-2.994330	0.785398	5.219047	1.909232
-2.994330	0.834486	5.290142	1.980328
-2.994330	0.883573	5.364474	2.054659
-2.994330	0.932660	5.441862	2.132047
-2.994330	0.981748	5.522120	2.212305
-2.994330	1.030835	5.605055	2.295240
-2.994330	1.079922	5.690467	2.380652
-2.994330	1.129010	5.778150	2.468336
-2.994330	1.178097	5.867893	2.558079
-2.994330	1.227185	5.959481	2.649666
-2.994330	1.276272	6.052691	2.742876
-2.994330	1.325359	6.147300	2.837485
-2.994330	1.374447	6.243080	2.933265
-2.994330	1.423534	6.339799	3.029985
-2.994330	1.472622	6.437226	3.127412
-2.994330	1.521709	6.535125	3.225310
-2.994330	1.570796	6.633260	3.323446
-2.994330	1.619884	6.731396	3.421581
-2.994330	1.668971	6.829295	3.519480
-2.994330	1.718058	6.926721	3.616907
-2.994330	1.767146	7.023441	3.713626
-2.994330	1.816233	7.119221	3.809406
-2.994330	1.865321	7.213830	3.904015
-2.994330	1.914408	7.307040	3.997226
-2.994330	1.963495	7.398627	4.088813
-2.994330	2.012583	7.488370	4.178556
-2.994330	2.061670	7.576054	4.266239
-2.994330	2.110758	7.661466	4.351651
-2.994330	2.159845	7.744401	4.434586
-2.994330	2.208932	7.824659	4.514844
-2.994330	2.258020	7.902047	4.592232
-2.994330	2.307107	7.976378	4.666564
-2.994330	2.356194	8.047474	4.737659
-2.994330	2.405282	8.115162	4.805348
-2.994330	2.454369	8.179281	4.869467
-2.994330	2.503457	8.239675	4.929861
-2.994330	2.552544	8.296199	4.986385
-2.994330	2.601631	8.348717	5.038903
-2.994330	2.650719	8.397103	5.087288
-2.994330	2.699806	8.441239	5.131424
-2.994330	2.748894	8.481019	5.171205
-2.994330	2.797981	8.516348	5.206534
-2.994330	2.847068	8.547141	5.237326
-2.994330	2.896156	8.573323	5.263508
-2.994330	2.945243	8.594831	5.285016
-2.994330	2.994330	8.611613	5.301799
-2.994330	3.043418	8.623630	5.313815
-2.994330	3.092505	8.630851	5.321037
-2.945243	-3.141593	8.616478	5.306663
-2.945243	-3.092505	8.614069	5.304254
-2.945243	-3.043418	8.606847	5.297033
-2.945243	-2.994330	8.594831	5.285016
-2.945243	-2.945243	8.578048	5.268234
-2.945243	-2.896156	8.556540	5.246726
-2.945243	-2.847068	8.530358	5.220544
-2.945243	-2.797981	8.499566	5.189751
-2.945243	-2.748894	8.464237	5.154422
-2.945243	-2.699806	8.424456	5.114642
-2.945243	-2.650719	8.380320	5.070506
-2.945243	-2.601631	8.331935	5.022121
-2.945243	-2.552544	8.279417	4.969603
-2.945243	-2.503457	8.222893	4.913078
-2.945243	-2.454369	8.162499	4.852684
-2.945243	-2.405282	8.098380	4.788566
-2.945243	-2.356194	8.030691	4.720877
-2.945243	-2.307107	7.959596	4.649781
-2.945243	-2.258020	7.885264	4.575450
-2.945243	-2.208932	7.807876	4.498062
-2.945243	-2.159845	7.727618	4.417804
-2.945243	-2.110758	7.644683	4.334869
-2.945243	-2.061670	7.559271	4.249457
-2.945243	-2.012583	7.471588	4.161774
-2.945243	-1.963495	7.381845	4.072030
-2.945243	-1.914408	7.290257	3.980443
-2.945243	-1.865321	7.197047	3.887233
-2.945243	-1.816233	7.102438	3.792624
-2.945243	-1.767146	7.006658	3.696844
-2.945243	-1.718058	6.909939	3.600124
-2.945243	-1.668971	6.812512	3.502698
-2.945243	-1.619884	6.714613	3.404799
-2.945243	-1.570796	6.616478	3.306663
-2.945243	-1.521709	6.518342	3.208528
-2.945243	-1.472622	6.420444	3.110629
-2.945243	-1.423534	6.323017	3.013202
-2.945243	-1.374447	6.226297	2.916483
-2.945243	-1.325359	6.130517	2.820703
-2.945243	-1.276272	6.035908	2.726094
-2.945243	-1.227185	5.942698	2.632884
-2.945243	-1.178097	5.851111	2.541296
-2.945243	-1.129010	5.761368	2.451553
-2.945243	-1.079922	5.673684	2.363870
-2.945243	-1.030835	5.588272	2.278458
-2.945243	-0.981748	5.505337	2.195523
-2.945243	-0.932660	5.425079	2.115265
-2.945243	-0.883573	5.347691	2.037877
-2.945243	-0.834486	5.273360	1.963545
-2.945243	-0.785398	5.202264	1.892450
-2.945243	-0.736311	5.134576	1.824761
-2.945243	-0.687223	5.070457	1.760642
-2.945243	-0.638136	5.010063	1.700248
-2.945243	-0.589049	4.953539	1.643724
-2.945243	-0.539961	4.901021	1.591206
-2.945243	-0.490874	4.852635	1.542821
-2.945243	-0.441786	4.808499	1.498685
-2.945243	-0.392699	4.768719	1.458904
-2.945243	-0.343612	4.733390	1.423575
-2.945243	-0.294524	4.702597	1.392783
-2.945243	-0.245437	4.676415	1.366601
-2.945243	-0.196350	4.654907	1.345093
-2.945243	-0.147262	4.638125	1.328310
-2.945243	-0.098175	4.626108	1.316294
-2.945243	-0.049087	4.618887	1.309072
-2.945243	0.000000	4.616478	1.306663
-2.945243	0.049087	4.618887	1.309072
-2.945243	0.098175	4.626108	1.316294
-2.945243	0.147262	4.638125	1.328310
-2.945243	0.196350	4.654907	1.345093
-2.945243	0.245437	4.676415	1.366601
-2.945243	0.294524	4.702597	1.392783
-2.945243	0.343612	4.733390	1.423575
-2.945243	0.392699	4.768719	1.458904
-2.945243	0.441786	4.808499	1.498685
-2.945243	0.490874	4.852635	1.542821
-2.945243	0.539961	4.901021	1.591206
-2.945243	0.589049	4.953539	1.643724
-2.945243	0.638136	5.010063	1.700248
-2.945243	0.687223	5.070457	1.760642
-2.945243	0.736311	5.134576	1.824761
-2.945243	0.785398	5.202264	1.892450
-2.945243	0.834486	5.273360	1.963545
-2.945243	0.883573	5.347691	2.037877
-2.945243	0.932660	5.425079	2.115265
-2.945243	0.981748	5.505337	2.195523
-2.945243	1.030835	5.588272	2.278458
-2.945243	1.079922	5.673684	2.363870
-2.945243	1.129010	5.761368	2.451553
-2.945243	1.178097	5.851111	2.541296
-2.945243	1.227185	5.942698	2.632884
-2.945243	1.276272	6.035908	2.726094
-2.945243	1.325359	6.130517	2.820703
-2.945243	1.374447	6.226297	2.916483
-2.945243	1.423534	6.323017	3.013202
-2.945243	1.472622	6.420444	3.110629
-2.945243	1.521709	6.518342	3.208528
-2.945243	1.570796	6.616478	3.306663
-2.945243	1.619884	6.714613	3.404799
-2.945243	1.668971	6.812512	3.502698
-2.945243	1.718058	6.909939	3.600124
-2.945243	1.767146	7.006658	3.696844
-2.945243	1.816233	7.102438	3.792624
-2.945243	1.865321	7.197047	3.887233
-2.945243	1.914408	7.290257	3.980443
-2.945243	1.963495	7.381845	4.072030
-2.945243	2.012583	7.471588	4.161774
-2.945243	2.061670	7.559271	4.249457
-2.945243	2.110758	7.644683	4.334869
-2.945243	2.159845	7.727618	4.417804
-2.945243	2.208932	7.807876	4.498062
-2.945243	2.258020	7.885264	4.575450
-2.945243	2.307107	7.959596	4.649781
-2.945243	2.356194	8.030691	4.720877
-2.945243	2.405282	8.098380	4.788566
-2.945243	2.454369	8.162499	4.852684
-2.945243	2.503457	8.222893	4.913078
-2.945243	2.552544	8.279417	4.969603
-2.945243	2.601631	8.331935	5.022121
-2.945243	2.650719	8.380320	5.070506
-2.945243	2.699806	8.424456	5.114642
-2.945243	2.748894	8.464237	5.154422
-2.945243	2.797981	8.499566	5.189751
-2.945243	2.847068	8.530358	5.220544
-2.945243	2.896156	8.556540	5.246726
-2.945243	2.945243	8.578048	5.268234
-2.945243	2.994330	8.594831	5.285016
-2.945243	3.043418	8.606847	5.297033
-2.945243	3.092505	8.614069	5.304254
-2.896156	-3.141593	8.594970	5.285155
-2.896156	-3.092505	8.592561	5.282746
-2.896156	-3.043418	8.585339	5.275525
-2.896156	-2.994330	8.573323	5.263508
-2.896156	-2.945243	8.556540	5.246726
-2.896156	-2.896156	8.535032	5.225218
-2.896156	-2.847068	8.508850	5.199036
-2.896156	-2.797981	8.478058	5.168243
-2.896156	-2.748894	8.442729	5.132914
