path	energy1	energy2	mu
0	8.014250	0.014250	10.420000
1	8.013263	0.015237	10.420000
2	8.010303	0.018197	10.420000
3	8.005374	0.023126	10.420000
4	7.998479	0.030021	10.420000
5	7.989627	0.038873	10.420000
6	7.978825	0.049675	10.420000
7	7.966084	0.062416	10.420000
8	7.951416	0.077084	10.420000
9	7.934837	0.093663	10.420000
10	7.916363	0.112137	10.420000
11	7.896012	0.132488	10.420000
12	7.873803	0.154697	10.420000
13	7.849759	0.178741	10.420000
14	7.823904	0.204596	10.420000
15	7.796263	0.232237	10.420000
16	7.766863	0.261637	10.420000
17	7.735734	0.292766	10.420000
18	7.702906	0.325594	10.420000
19	7.668411	0.360089	10.420000
20	7.632284	0.396216	10.420000
21	7.594560	0.433940	10.420000
22	7.555276	0.473224	10.420000
23	7.514472	0.514028	10.420000
24	7.472187	0.556313	10.420000
25	7.428464	0.600036	10.420000
26	7.383344	0.645156	10.420000
27	7.336874	0.691626	10.420000
28	7.289098	0.739402	10.420000
29	7.240064	0.788436	10.420000
30	7.189821	0.838679	10.420000
31	7.138417	0.890083	10.420000
32	7.085904	0.942596	10.420000
33	7.032333	0.996167	10.420000
34	6.977757	1.050743	10.420000
35	6.922231	1.106269	10.420000
36	6.865809	1.162691	10.420000
37	6.808546	1.219954	10.420000
38	6.750499	1.278001	10.420000
39	6.691726	1.336774	10.420000
40	6.632284	1.396216	10.420000
41	6.572232	1.456268	10.420000
42	6.511630	1.516870	10.420000
43	6.450536	1.577964	10.420000
44	6.389013	1.639487	10.420000
45	6.327119	1.701381	10.420000
46	6.264916	1.763584	10.420000
47	6.202467	1.826033	10.420000
48	6.139831	1.888669	10.420000
49	6.077072	1.951428	10.420000
50	6.014250	2.014250	10.420000
51	5.951428	2.077072	10.420000
52	5.888669	2.139831	10.420000
53	5.826033	2.202467	10.420000
54	5.763584	2.264916	10.420000
55	5.701381	2.327119	10.420000
56	5.639487	2.389013	10.420000
57	5.577964	2.450536	10.420000
58	5.516870	2.511630	10.420000
59	5.456268	2.572232	10.420000
60	5.396216	2.632284	10.420000
61	5.336774	2.691726	10.420000
62	5.278001	2.750499	10.420000
63	5.219954	2.808546	10.420000
64	5.162691	2.865809	10.420000
65	5.106269	2.922231	10.420000
66	5.050743	2.977757	10.420000
67	4.996167	3.032333	10.420000
68	4.942596	3.085904	10.420000
69	4.890083	3.138417	10.420000
70	4.838679	3.189821	10.420000
71	4.788436	3.240064	10.420000
72	4.739402	3.289098	10.420000
73	4.691626	3.336874	10.420000
74	4.645156	3.383344	10.420000
75	4.600036	3.428464	10.420000
76	4.556313	3.472187	10.420000
77	4.514028	3.514472	10.420000
78	4.473224	3.555276	10.420000
79	4.433940	3.594560	10.420000
80	4.396216	3.632284	10.420000
81	4.360089	3.668411	10.420000
82	4.325594	3.702906	10.420000
83	4.292766	3.735734	10.420000
84	4.261637	3.766863	10.420000
85	4.232237	3.796263	10.420000
86	4.204596	3.823904	10.420000
87	4.178741	3.849759	10.420000
88	4.154697	3.873803	10.420000
89	4.132488	3.896012	10.420000
90	4.112137	3.916363	10.420000
91	4.093663	3.934837	10.420000
92	4.077084	3.951416	10.420000
93	4.062416	3.966084	10.420000
94	4.049675	3.978825	10.420000
95	4.038873	3.989627	10.420000
96	4.030021	3.998479	10.420000
97	4.023126	4.005374	10.420000
98	4.018197	4.010303	10.420000
99	4.015237	4.013263	10.420000
100	4.014250	4.014250	10.420000
101	4.015237	4.013263	10.420000
102	4.010303	4.018197	10.420000
103	4.023126	4.005374	10.420000
104	4.030021	3.998479	10.420000
105	3.989627	4.038873	10.420000
106	4.049675	3.978825	10.420000
107	3.966084	4.062416	10.420000
108	4.077084	3.951416	10.420000
109	3.934837	4.093663	10.420000
110	4.112137	3.916363	10.420000
111	3.896012	4.132488	10.420000
112	3.873803	4.154697	10.420000
113	4.178741	3.849759	10.420000
114	4.204596	3.823904	10.420000
115	4.232237	3.796263	10.420000
116	3.766863	4.261637	10.420000
117	4.292766	3.735734	10.420000
118	4.325594	3.702906	10.420000
119	3.668411	4.360089	10.420000
120	3.632284	4.396216	10.420000
121	4.433940	3.594560	10.420000
122	3.555276	4.473224	10.420000
123	4.514028	3.514472	10.420000
124	3.472187	4.556313	10.420000
125	3.428464	4.600036	10.420000
126	3.383344	4.645156	10.420000
127	4.691626	3.336874	10.420000
128	4.739402	3.289098	10.420000
129	4.788436	3.240064	10.420000
130	3.189821	4.838679	10.420000
131	4.890083	3.138417	10.420000
132	4.942596	3.085904	10.420000
133	4.996167	3.032333	10.420000
134	2.977757	5.050743	10.420000
135	5.106269	2.922231	10.420000
136	5.162691	2.865809	10.420000
137	2.808546	5.219954	10.420000
138	5.278001	2.750499	10.420000
139	5.336774	2.691726	10.420000
140	5.396216	2.632284	10.420000
141	5.456268	2.572232	10.420000
142	2.511630	5.516870	10.420000
143	5.577964	2.450536	10.420000
144	5.639487	2.389013	10.420000
145	2.327119	5.701381	10.420000
146	2.264916	5.763584	10.420000
147	2.202467	5.826033	10.420000
148	2.139831	5.888669	10.420000
149	5.951428	2.077072	10.420000
150	6.014250	2.014250	10.420000
151	6.077072	1.951428	10.420000
152	1.888669	6.139831	10.420000
153	1.826033	6.202467	10.420000
154	1.763584	6.264916	10.420000
155	1.701381	6.327119	10.420000
156	6.389013	1.639487	10.420000
157	6.450536	1.577964	10.420000
158	1.516870	6.511630	10.420000
159	6.572232	1.456268	10.420000
160	6.632284	1.396216	10.420000
161	6.691726	1.336774	10.420000
162	6.750499	1.278001	10.420000
163	1.219954	6.808546	10.420000
164	6.865809	1.162691	10.420000
165	6.922231	1.106269	10.420000
166	6.977757	1.050743	10.420000
167	7.032333	0.996167	10.420000
168	7.085904	0.942596	10.420000
169	7.138417	0.890083	10.420000
170	0.838679	7.189821	10.420000
171	7.240064	0.788436	10.420000
172	7.289098	0.739402	10.420000
173	7.336874	0.691626	10.420000
174	7.383344	0.645156	10.420000
175	7.428464	0.600036	10.420000
176	7.472187	0.556313	10.420000
177	7.514472	0.514028	10.420000
178	7.555276	0.473224	10.420000
179	7.594560	0.433940	10.420000
180	7.632284	0.396216	10.420000
181	7.668411	0.360089	10.420000
182	0.325594	7.702906	10.420000
183	7.735734	0.292766	10.420000
184	0.261637	7.766863	10.420000
185	7.796263	0.232237	10.420000
186	7.823904	0.204596	10.420000
187	0.178741	7.849759	10.420000
188	0.154697	7.873803	10.420000
189	7.896012	0.132488	10.420000
190	0.112137	7.916363	10.420000
191	7.934837	0.093663	10.420000
192	7.951416	0.077084	10.420000
193	7.966084	0.062416	10.420000
194	7.978825	0.049675	10.420000
195	7.989627	0.038873	10.420000
196	7.998479	0.030021	10.420000
197	8.005374	0.023126	10.420000
198	0.018197	8.010303	10.420000
199	8.013263	0.015237	10.420000
200	8.013757	0.014743	10.420000
201	0.016717	8.011783	10.420000
202	8.005864	0.022636	10.420000
203	7.996007	0.032493	10.420000
204	7.982219	0.046281	10.420000
205	0.063984	7.964516	10.420000
206	7.942914	0.085586	10.420000
207	7.917435	0.111065	10.420000
208	7.888105	0.140395	10.420000
209	7.854951	0.173549	10.420000
