path	energy1	energy2	mu0	-3.292227	4.714017	-0.690000
1	-3.291625	4.713415	-0.690000
2	-3.289820	4.711609	-0.690000
3	-3.286812	4.708602	-0.690000
4	-3.282604	4.704394	-0.690000
5	-3.277198	4.698987	-0.690000
6	-3.270597	4.692387	-0.690000
7	-3.262806	4.684595	-0.690000
8	-3.253828	4.675617	-0.690000
9	-3.243670	4.665459	-0.690000
10	-3.232337	4.654127	-0.690000
11	-3.219837	4.641626	-0.690000
12	-3.206176	4.627966	-0.690000
13	-3.191364	4.613154	-0.690000
14	-3.175409	4.597199	-0.690000
15	-3.158321	4.580110	-0.690000
16	-3.140110	4.561899	-0.690000
17	-3.120786	4.542576	-0.690000
18	-3.100363	4.522153	-0.690000
19	-3.078852	4.500641	-0.690000
20	-3.056265	4.478055	-0.690000
21	-3.032618	4.454407	-0.690000
22	-3.007923	4.429713	-0.690000
23	-2.982197	4.403986	-0.690000
24	-2.955453	4.377243	-0.690000
25	-2.927710	4.349499	-0.690000
26	-2.898983	4.320772	-0.690000
27	-2.869289	4.291079	-0.690000
28	-2.838647	4.260437	-0.690000
29	-2.807076	4.228865	-0.690000
30	-2.774593	4.196383	-0.690000
31	-2.741220	4.163010	-0.690000
32	-2.706976	4.128765	-0.690000
33	-2.671881	4.093671	-0.690000
34	-2.635958	4.057747	-0.690000
35	-2.599227	4.021017	-0.690000
36	-2.561711	3.983501	-0.690000
37	-2.523433	3.945223	-0.690000
38	-2.484416	3.906205	-0.690000
39	-2.444683	3.866472	-0.690000
40	-2.404258	3.826048	-0.690000
41	-2.363167	3.784956	-0.690000
42	-2.321433	3.743223	-0.690000
43	-2.279083	3.700872	-0.690000
44	-2.236141	3.657930	-0.690000
45	-2.192634	3.614423	-0.690000
46	-2.148587	3.570377	-0.690000
47	-2.104029	3.525819	-0.690000
48	-2.058986	3.480775	-0.690000
49	-2.013485	3.435274	-0.690000
50	-1.967553	3.389343	-0.690000
51	-1.921219	3.343009	-0.690000
52	-1.874511	3.296301	-0.690000
53	-1.827457	3.249247	-0.690000
54	-1.780086	3.201875	-0.690000
55	-1.732426	3.154215	-0.690000
56	-1.684507	3.106296	-0.690000
57	-1.636357	3.058147	-0.690000
58	-1.588007	3.009796	-0.690000
59	-1.539485	2.961274	-0.690000
60	-1.490821	2.912610	-0.690000
61	-1.442045	2.863834	-0.690000
62	-1.393186	2.814976	-0.690000
63	-1.344275	2.766065	-0.690000
64	-1.295342	2.717131	-0.690000
65	-1.246416	2.668205	-0.690000
66	-1.197527	2.619317	-0.690000
67	-1.148706	2.570496	-0.690000
68	-1.099983	2.521772	-0.690000
69	-1.051387	2.473176	-0.690000
70	-1.002949	2.424738	-0.690000
71	-0.954699	2.376488	-0.690000
72	-0.906666	2.328456	-0.690000
73	-0.858881	2.280671	-0.690000
74	-0.811374	2.233163	-0.690000
75	-0.764173	2.185963	-0.690000
76	-0.717310	2.139099	-0.690000
77	-0.670813	2.092602	-0.690000
78	-0.624712	2.046501	-0.690000
79	-0.579036	2.000826	-0.690000
80	-0.533816	1.955605	-0.690000
81	-0.489079	1.910868	-0.690000
82	-0.444855	1.866644	-0.690000
83	-0.401173	1.822963	-0.690000
84	-0.358063	1.779852	-0.690000
85	-0.315552	1.737342	-0.690000
86	-0.273671	1.695460	-0.690000
87	-0.232447	1.654236	-0.690000
88	-0.191910	1.613699	-0.690000
89	-0.152088	1.573878	-0.690000
90	-0.113011	1.534801	-0.690000
91	-0.074708	1.496497	-0.690000
92	-0.037208	1.458998	-0.690000
93	-0.000541	1.422331	-0.690000
94	0.035263	1.386527	-0.690000
95	0.070173	1.351617	-0.690000
96	0.104157	1.317632	-0.690000
97	0.137185	1.284605	-0.690000
98	0.169221	1.252568	-0.690000
99	0.200234	1.221556	-0.690000
100	0.230185	1.191604	-0.690000
