kx	ky	energy
-3.043418	-1.325359	2.524795
-3.043418	-1.276272	2.430186
-3.043418	-1.227185	2.336975
-3.043418	-1.178097	2.245388
-3.043418	-1.129010	2.155645
-3.043418	-1.079922	2.067962
-3.043418	-1.030835	1.982550
-3.043418	-0.981748	1.899615
-3.043418	-0.932660	1.819357
-3.043418	-0.883573	1.741969
-3.043418	-0.834486	1.667637
-3.043418	-0.785398	1.596542
-3.043418	-0.736311	1.528853
-3.043418	-0.687223	1.464734
-3.043418	-0.638136	1.404340
-3.043418	-0.589049	1.347816
-3.043418	-0.539961	1.295298
-3.043418	-0.490874	1.246913
-3.043418	-0.441786	1.202777
-3.043418	-0.392699	1.162996
-3.043418	-0.343612	1.127667
-3.043418	-0.294524	1.096875
-3.043418	-0.245437	1.070693
-3.043418	-0.196350	1.049185
-3.043418	-0.147262	1.032402
-3.043418	-0.098175	1.020386
-3.043418	-0.049087	1.013164
-3.043418	0.000000	1.010755
-3.043418	0.049087	1.013164
-3.043418	0.098175	1.020386
-3.043418	0.147262	1.032402
-3.043418	0.196350	1.049185
-3.043418	0.245437	1.070693
-3.043418	0.294524	1.096875
-3.043418	0.343612	1.127667
-3.043418	0.392699	1.162996
-3.043418	0.441786	1.202777
-3.043418	0.490874	1.246913
-3.043418	0.539961	1.295298
-3.043418	0.589049	1.347816
-3.043418	0.638136	1.404340
-3.043418	0.687223	1.464734
-3.043418	0.736311	1.528853
-3.043418	0.785398	1.596542
-3.043418	0.834486	1.667637
-3.043418	0.883573	1.741969
-3.043418	0.932660	1.819357
-3.043418	0.981748	1.899615
-3.043418	1.030835	1.982550
-3.043418	1.079922	2.067962
-3.043418	1.129010	2.155645
-3.043418	1.178097	2.245388
-3.043418	1.227185	2.336975
-3.043418	1.276272	2.430186
-3.043418	1.325359	2.524795
-3.043418	1.374447	2.620575
-3.043418	1.423534	2.717294
-3.043418	1.472622	2.814721
-3.043418	1.521709	2.912620
-3.043418	1.570796	3.010755
-3.043418	1.619884	3.108891
-3.043418	1.668971	3.206789
-3.043418	1.718058	3.304216
-3.043418	1.767146	3.400936
-3.043418	1.816233	3.496716
-3.043418	1.865321	3.591325
-3.043418	1.914408	3.684535
-3.043418	1.963495	3.776122
-3.043418	2.012583	3.865865
-3.043418	2.061670	3.953549
-3.043418	2.110758	4.038961
-3.043418	2.159845	4.121896
-3.043418	2.208932	4.202154
-3.043418	2.258020	4.279542
-3.043418	2.307107	4.353873
-3.043418	2.356194	4.424969
-3.043418	2.405282	4.492657
-3.043418	2.454369	4.556776
-3.043418	2.503457	4.617170
-3.043418	2.552544	4.673694
-3.043418	2.601631	4.726212
-3.043418	2.650719	4.774598
-3.043418	2.699806	4.818734
-3.043418	2.748894	4.858514
-3.043418	2.797981	4.893843
-3.043418	2.847068	4.924636
-3.043418	2.896156	4.950818
-3.043418	2.945243	4.972326
-3.043418	2.994330	4.989108
-3.043418	3.043418	5.001125
-3.043418	3.092505	5.008346
-2.994330	-3.141593	4.998739
-2.994330	-3.092505	4.996330
-2.994330	-3.043418	4.989108
-2.994330	-2.994330	4.977092
-2.994330	-2.945243	4.960309
-2.994330	-2.896156	4.938801
-2.994330	-2.847068	4.912619
-2.994330	-2.797981	4.881827
-2.994330	-2.748894	4.846498
-2.994330	-2.699806	4.806717
-2.994330	-2.650719	4.762581
-2.994330	-2.601631	4.714196
-2.994330	-2.552544	4.661678
-2.994330	-2.503457	4.605154
-2.994330	-2.454369	4.544760
-2.994330	-2.405282	4.480641
-2.994330	-2.356194	4.412952
