path	energy1	energy2	mu
0	4.697350	-3.302650	0.650000
1	4.696363	-3.301663	0.650000
2	4.693403	-3.298703	0.650000
3	4.688474	-3.293774	0.650000
4	4.681579	-3.286879	0.650000
5	4.672727	-3.278027	0.650000
6	4.661925	-3.267225	0.650000
7	4.649184	-3.254484	0.650000
8	4.634516	-3.239816	0.650000
9	4.617937	-3.223237	0.650000
10	4.599463	-3.204763	0.650000
11	4.579112	-3.184412	0.650000
12	4.556903	-3.162203	0.650000
13	4.532859	-3.138159	0.650000
14	4.507004	-3.112304	0.650000
15	4.479363	-3.084663	0.650000
16	4.449963	-3.055263	0.650000
17	4.418834	-3.024134	0.650000
18	4.386006	-2.991306	0.650000
19	4.351511	-2.956811	0.650000
20	4.315384	-2.920684	0.650000
21	4.277660	-2.882960	0.650000
22	4.238376	-2.843676	0.650000
23	4.197572	-2.802872	0.650000
24	4.155287	-2.760587	0.650000
25	4.111564	-2.716864	0.650000
26	4.066444	-2.671744	0.650000
27	4.019974	-2.625274	0.650000
28	3.972198	-2.577498	0.650000
29	3.923164	-2.528464	0.650000
30	3.872921	-2.478221	0.650000
31	3.821517	-2.426817	0.650000
32	3.769004	-2.374304	0.650000
33	3.715433	-2.320733	0.650000
34	3.660857	-2.266157	0.650000
35	3.605331	-2.210631	0.650000
36	3.548909	-2.154209	0.650000
37	3.491646	-2.096946	0.650000
38	3.433599	-2.038899	0.650000
39	3.374826	-1.980126	0.650000
40	3.315384	-1.920684	0.650000
41	3.255332	-1.860632	0.650000
42	3.194730	-1.800030	0.650000
43	3.133636	-1.738936	0.650000
44	3.072113	-1.677413	0.650000
45	3.010219	-1.615519	0.650000
46	2.948016	-1.553316	0.650000
47	2.885567	-1.490867	0.650000
48	2.822931	-1.428231	0.650000
49	2.760172	-1.365472	0.650000
50	2.697350	-1.302650	0.650000
51	2.634528	-1.239828	0.650000
52	2.571769	-1.177069	0.650000
53	2.509133	-1.114433	0.650000
54	2.446684	-1.051984	0.650000
55	2.384481	-0.989781	0.650000
56	2.322587	-0.927887	0.650000
57	2.261064	-0.866364	0.650000
58	2.199970	-0.805270	0.650000
59	2.139368	-0.744668	0.650000
60	2.079316	-0.684616	0.650000
61	2.019874	-0.625174	0.650000
62	1.961101	-0.566401	0.650000
63	1.903054	-0.508354	0.650000
64	1.845791	-0.451091	0.650000
65	1.789369	-0.394669	0.650000
66	1.733843	-0.339143	0.650000
67	1.679267	-0.284567	0.650000
68	1.625696	-0.230996	0.650000
69	1.573183	-0.178483	0.650000
70	1.521779	-0.127079	0.650000
71	1.471536	-0.076836	0.650000
72	1.422502	-0.027802	0.650000
73	1.374726	0.019974	0.650000
74	1.328256	0.066444	0.650000
75	1.283136	0.111564	0.650000
76	1.239413	0.155287	0.650000
77	1.197128	0.197572	0.650000
78	1.156324	0.238376	0.650000
79	1.117040	0.277660	0.650000
80	1.079316	0.315384	0.650000
81	1.043189	0.351511	0.650000
82	1.008694	0.386006	0.650000
83	0.975866	0.418834	0.650000
84	0.944737	0.449963	0.650000
85	0.915337	0.479363	0.650000
86	0.887696	0.507004	0.650000
87	0.861841	0.532859	0.650000
88	0.837797	0.556903	0.650000
89	0.815588	0.579112	0.650000
90	0.795237	0.599463	0.650000
91	0.776763	0.617937	0.650000
92	0.760184	0.634516	0.650000
93	0.745516	0.649184	0.650000
94	0.732775	0.661925	0.650000
95	0.721973	0.672727	0.650000
96	0.713121	0.681579	0.650000
97	0.706226	0.688474	0.650000
98	0.701297	0.693403	0.650000
99	0.698337	0.696363	0.650000
100	0.697350	0.697350	0.650000
101	0.698337	0.696363	0.650000
102	0.693403	0.701297	0.650000
103	0.706226	0.688474	0.650000
104	0.713121	0.681579	0.650000
105	0.721973	0.672727	0.650000
106	0.732775	0.661925	0.650000
107	0.649184	0.745516	0.650000
108	0.760184	0.634516	0.650000
109	0.617937	0.776763	0.650000
110	0.795237	0.599463	0.650000
111	0.815588	0.579112	0.650000
112	0.837797	0.556903	0.650000
113	0.861841	0.532859	0.650000
114	0.887696	0.507004	0.650000
115	0.915337	0.479363	0.650000
116	0.449963	0.944737	0.650000
117	0.975866	0.418834	0.650000
118	0.386006	1.008694	0.650000
119	0.351511	1.043189	0.650000
120	1.079316	0.315384	0.650000
121	1.117040	0.277660	0.650000
122	1.156324	0.238376	0.650000
123	1.197128	0.197572	0.650000
124	0.155287	1.239413	0.650000
125	1.283136	0.111564	0.650000
126	0.066444	1.328256	0.650000
127	1.374726	0.019974	0.650000
128	1.422502	-0.027802	0.650000
129	1.471536	-0.076836	0.650000
130	-0.127079	1.521779	0.650000
131	1.573183	-0.178483	0.650000
132	1.625696	-0.230996	0.650000
133	1.679267	-0.284567	0.650000
134	1.733843	-0.339143	0.650000
135	1.789369	-0.394669	0.650000
136	1.845791	-0.451091	0.650000
137	-0.508354	1.903054	0.650000
138	1.961101	-0.566401	0.650000
139	2.019874	-0.625174	0.650000
140	2.079316	-0.684616	0.650000
141	2.139368	-0.744668	0.650000
142	-0.805270	2.199970	0.650000
143	2.261064	-0.866364	0.650000
144	2.322587	-0.927887	0.650000
145	-0.989781	2.384481	0.650000
146	-1.051984	2.446684	0.650000
147	2.509133	-1.114433	0.650000
148	-1.177069	2.571769	0.650000
149	2.634528	-1.239828	0.650000
150	2.697350	-1.302650	0.650000
151	2.760172	-1.365472	0.650000
152	-1.428231	2.822931	0.650000
153	-1.490867	2.885567	0.650000
154	2.948016	-1.553316	0.650000
155	-1.615519	3.010219	0.650000
156	3.072113	-1.677413	0.650000
157	3.133636	-1.738936	0.650000
158	-1.800030	3.194730	0.650000
159	3.255332	-1.860632	0.650000
160	3.315384	-1.920684	0.650000
161	3.374826	-1.980126	0.650000
162	3.433599	-2.038899	0.650000
163	-2.096946	3.491646	0.650000
164	3.548909	-2.154209	0.650000
165	3.605331	-2.210631	0.650000
166	-2.266157	3.660857	0.650000
167	3.715433	-2.320733	0.650000
168	3.769004	-2.374304	0.650000
169	3.821517	-2.426817	0.650000
170	3.872921	-2.478221	0.650000
171	-2.528464	3.923164	0.650000
172	3.972198	-2.577498	0.650000
173	4.019974	-2.625274	0.650000
174	4.066444	-2.671744	0.650000
175	4.111564	-2.716864	0.650000
176	-2.760587	4.155287	0.650000
177	4.197572	-2.802872	0.650000
178	4.238376	-2.843676	0.650000
179	4.277660	-2.882960	0.650000
180	4.315384	-2.920684	0.650000
181	4.351511	-2.956811	0.650000
182	4.386006	-2.991306	0.650000
183	4.418834	-3.024134	0.650000
184	-3.055263	4.449963	0.650000
185	-3.084663	4.479363	0.650000
186	4.507004	-3.112304	0.650000
187	-3.138159	4.532859	0.650000
188	-3.162203	4.556903	0.650000
189	4.579112	-3.184412	0.650000
190	-3.204763	4.599463	0.650000
191	4.617937	-3.223237	0.650000
192	4.634516	-3.239816	0.650000
193	4.649184	-3.254484	0.650000
194	4.661925	-3.267225	0.650000
195	4.672727	-3.278027	0.650000
196	4.681579	-3.286879	0.650000
197	4.688474	-3.293774	0.650000
198	-3.298703	4.693403	0.650000
199	4.696363	-3.301663	0.650000
200	4.696857	-3.302157	0.650000
201	-3.300183	4.694883	0.650000
202	4.688964	-3.294264	0.650000
203	4.679107	-3.284407	0.650000
204	4.665319	-3.270619	0.650000
205	-3.252916	4.647616	0.650000
206	-3.231314	4.626014	0.650000
207	4.600535	-3.205835	0.650000
208	4.571205	-3.176505	0.650000
209	4.538051	-3.143351	0.650000
210	4.501107	-3.106407	0.650000
211	4.460409	-3.065709	0.650000
212	4.415997	-3.021297	0.650000
213	4.367916	-2.973216	0.650000
214	-2.921512	4.316212	0.650000
215	-2.866236	4.260936	0.650000
216	-2.807444	4.202144	0.650000
217	4.139893	-2.745193	0.650000
218	4.074245	-2.679545	0.650000
219	4.005264	-2.610564	0.650000
220	-2.538319	3.933019	0.650000
221	3.857580	-2.462880	0.650000
222	3.779023	-2.384323	0.650000
