path	energy1	energy2	mu
0	4.399811	-3.600189	-0.026000
1	4.399208	-3.599587	-0.026000
2	4.397402	-3.597780	-0.026000
3	4.394392	-3.594770	-0.026000
4	4.390180	-3.590559	-0.026000
5	4.384770	-3.585148	-0.026000
6	4.378164	-3.578542	-0.026000
7	4.370366	-3.570744	-0.026000
8	4.361381	-3.561760	-0.026000
9	4.351215	-3.551593	-0.026000
10	4.339873	-3.540252	-0.026000
11	4.327363	-3.527741	-0.026000
12	4.313691	-3.514070	-0.026000
13	4.298867	-3.499246	-0.026000
14	4.282899	-3.483277	-0.026000
15	4.265796	-3.466175	-0.026000
16	4.247570	-3.447948	-0.026000
17	4.228230	-3.428609	-0.026000
18	4.207789	-3.408168	-0.026000
19	4.186259	-3.386638	-0.026000
20	4.163653	-3.364032	-0.026000
21	4.139985	-3.340363	-0.026000
22	4.115268	-3.315646	-0.026000
23	4.089518	-3.289896	-0.026000
24	4.062750	-3.263128	-0.026000
25	4.034980	-3.235359	-0.026000
26	4.006226	-3.206604	-0.026000
27	3.976504	-3.176882	-0.026000
28	3.945832	-3.146210	-0.026000
29	3.914228	-3.114607	-0.026000
30	3.881713	-3.082091	-0.026000
31	3.848305	-3.048683	-0.026000
32	3.814024	-3.014403	-0.026000
33	3.778892	-2.979270	-0.026000
34	3.742929	-2.943307	-0.026000
35	3.706156	-2.906535	-0.026000
36	3.668597	-2.868976	-0.026000
37	3.630274	-2.830652	-0.026000
38	3.591209	-2.791588	-0.026000
39	3.551427	-2.751806	-0.026000
40	3.510951	-2.711330	-0.026000
41	3.469806	-2.670184	-0.026000
42	3.428016	-2.628395	-0.026000
43	3.385607	-2.585986	-0.026000
44	3.342604	-2.542983	-0.026000
45	3.299033	-2.499412	-0.026000
46	3.254921	-2.455299	-0.026000
47	3.210293	-2.410672	-0.026000
48	3.165178	-2.365556	-0.026000
49	3.119601	-2.319979	-0.026000
50	3.073590	-2.273969	-0.026000
51	3.027174	-2.227553	-0.026000
52	2.980380	-2.180759	-0.026000
53	2.933236	-2.133615	-0.026000
54	2.885771	-2.086150	-0.026000
55	2.838013	-2.038392	-0.026000
56	2.789991	-1.990370	-0.026000
57	2.741735	-1.942113	-0.026000
58	2.693272	-1.893650	-0.026000
59	2.644632	-1.845011	-0.026000
60	2.595845	-1.796223	-0.026000
61	2.546940	-1.747318	-0.026000
62	2.497946	-1.698325	-0.026000
63	2.448893	-1.649272	-0.026000
64	2.399811	-1.600189	-0.026000
65	2.350728	-1.551107	-0.026000
66	2.301675	-1.502054	-0.026000
67	2.252682	-1.453060	-0.026000
68	2.203777	-1.404155	-0.026000
69	2.154989	-1.355368	-0.026000
70	2.106350	-1.306728	-0.026000
71	2.057887	-1.258265	-0.026000
72	2.009630	-1.210009	-0.026000
73	1.961608	-1.161987	-0.026000
74	1.913850	-1.114229	-0.026000
75	1.866385	-1.066764	-0.026000
76	1.819241	-1.019620	-0.026000
77	1.772447	-0.972826	-0.026000
78	1.726031	-0.926410	-0.026000
79	1.680021	-0.880399	-0.026000
80	1.634444	-0.834822	-0.026000
81	1.589328	-0.789707	-0.026000
82	1.544701	-0.745079	-0.026000
83	1.500588	-0.700967	-0.026000
84	1.457017	-0.657396	-0.026000
85	1.414014	-0.614393	-0.026000
86	1.371605	-0.571984	-0.026000
87	1.329816	-0.530194	-0.026000
88	1.288670	-0.489049	-0.026000
89	1.248194	-0.448573	-0.026000
90	1.208412	-0.408791	-0.026000
91	1.169348	-0.369726	-0.026000
92	1.131024	-0.331403	-0.026000
93	1.093465	-0.293844	-0.026000
94	1.056693	-0.257071	-0.026000
95	1.020730	-0.221108	-0.026000
96	0.985597	-0.185976	-0.026000
97	0.951317	-0.151695	-0.026000
98	0.917909	-0.118287	-0.026000
99	0.885393	-0.085772	-0.026000
100	0.853790	-0.054168	-0.026000
101	0.823118	-0.023496	-0.026000
102	0.793396	0.006226	-0.026000
103	0.764641	0.034980	-0.026000
104	0.736872	0.062750	-0.026000
105	0.710104	0.089518	-0.026000
106	0.684354	0.115268	-0.026000
107	0.659637	0.139985	-0.026000
108	0.635968	0.163653	-0.026000
109	0.613362	0.186259	-0.026000
110	0.591832	0.207789	-0.026000
111	0.571391	0.228230	-0.026000
112	0.552052	0.247570	-0.026000
113	0.533825	0.265796	-0.026000
114	0.516723	0.282899	-0.026000
115	0.500754	0.298867	-0.026000
116	0.485930	0.313691	-0.026000
117	0.472259	0.327363	-0.026000
118	0.459748	0.339873	-0.026000
119	0.448407	0.351215	-0.026000
120	0.438240	0.361381	-0.026000
121	0.429256	0.370366	-0.026000
122	0.421458	0.378164	-0.026000
123	0.414852	0.384770	-0.026000
124	0.409441	0.390180	-0.026000
125	0.405230	0.394392	-0.026000
126	0.402220	0.397402	-0.026000
127	0.400413	0.399208	-0.026000
128	0.399811	0.399811	-0.026000
129	0.400413	0.399208	-0.026000
130	0.402220	0.397402	-0.026000
131	0.394392	0.405230	-0.026000
132	0.409441	0.390180	-0.026000
133	0.384770	0.414852	-0.026000
134	0.378164	0.421458	-0.026000
135	0.370366	0.429256	-0.026000
136	0.438240	0.361381	-0.026000
137	0.448407	0.351215	-0.026000
138	0.459748	0.339873	-0.026000
139	0.472259	0.327363	-0.026000
140	0.313691	0.485930	-0.026000
141	0.500754	0.298867	-0.026000
142	0.516723	0.282899	-0.026000
143	0.533825	0.265796	-0.026000
144	0.247570	0.552052	-0.026000
145	0.228230	0.571391	-0.026000
146	0.207789	0.591832	-0.026000
147	0.613362	0.186259	-0.026000
148	0.163653	0.635968	-0.026000
149	0.659637	0.139985	-0.026000
150	0.115268	0.684354	-0.026000
151	0.710104	0.089518	-0.026000
152	0.062750	0.736872	-0.026000
153	0.034980	0.764641	-0.026000
154	0.006226	0.793396	-0.026000
155	-0.023496	0.823118	-0.026000
156	-0.054168	0.853790	-0.026000
157	0.885393	-0.085772	-0.026000
158	-0.118287	0.917909	-0.026000
159	0.951317	-0.151695	-0.026000
160	0.985597	-0.185976	-0.026000
161	-0.221108	1.020730	-0.026000
162	-0.257071	1.056693	-0.026000
163	-0.293844	1.093465	-0.026000
164	-0.331403	1.131024	-0.026000
165	-0.369726	1.169348	-0.026000
166	-0.408791	1.208412	-0.026000
167	-0.448573	1.248194	-0.026000
168	1.288670	-0.489049	-0.026000
169	1.329816	-0.530194	-0.026000
170	1.371605	-0.571984	-0.026000
171	1.414014	-0.614393	-0.026000
172	1.457017	-0.657396	-0.026000
173	1.500588	-0.700967	-0.026000
174	1.544701	-0.745079	-0.026000
175	1.589328	-0.789707	-0.026000
176	1.634444	-0.834822	-0.026000
177	-0.880399	1.680021	-0.026000
178	-0.926410	1.726031	-0.026000
179	1.772447	-0.972826	-0.026000
180	1.819241	-1.019620	-0.026000
181	1.866385	-1.066764	-0.026000
182	1.913850	-1.114229	-0.026000
183	-1.161987	1.961608	-0.026000
184	2.009630	-1.210009	-0.026000
185	2.057887	-1.258265	-0.026000
186	2.106350	-1.306728	-0.026000
187	-1.355368	2.154989	-0.026000
188	2.203777	-1.404155	-0.026000
189	-1.453060	2.252682	-0.026000
190	-1.502054	2.301675	-0.026000
191	-1.551107	2.350728	-0.026000
192	2.399811	-1.600189	-0.026000
193	2.448893	-1.649272	-0.026000
194	2.497946	-1.698325	-0.026000
195	-1.747318	2.546940	-0.026000
196	2.595845	-1.796223	-0.026000
197	2.644632	-1.845011	-0.026000
198	2.693272	-1.893650	-0.026000
199	2.741735	-1.942113	-0.026000
200	2.789991	-1.990370	-0.026000
201	-2.038392	2.838013	-0.026000
202	-2.086150	2.885771	-0.026000
203	2.933236	-2.133615	-0.026000
204	2.980380	-2.180759	-0.026000
205	-2.227553	3.027174	-0.026000
206	3.073590	-2.273969	-0.026000
207	-2.319979	3.119601	-0.026000
208	3.165178	-2.365556	-0.026000
209	3.210293	-2.410672	-0.026000
210	3.254921	-2.455299	-0.026000
211	-2.499412	3.299033	-0.026000
212	-2.542983	3.342604	-0.026000
213	3.385607	-2.585986	-0.026000
214	3.428016	-2.628395	-0.026000
215	3.469806	-2.670184	-0.026000
216	3.510951	-2.711330	-0.026000
217	-2.751806	3.551427	-0.026000
218	3.591209	-2.791588	-0.026000
219	-2.830652	3.630274	-0.026000
220	-2.868976	3.668597	-0.026000
221	3.706156	-2.906535	-0.026000
